theme_set_id,n,theme_set_dist_1,theme_set_dist_2,theme_set_dist_3,theme_set_dist_4,theme_set_dist_5,theme_set_dist_6
04_19_20,1,"(0, 4, 1)",,,,,
04_19_21,1,"(0, 0, 16)",,,,,
04_19_22,1,"(0, 0, 4)",,,,,
04_19_23,1,"(0, 0, 0)",,,,,
04_19_24,2,"(0, 0, 4)","(0, 1, 1)",,,,
04_19_25,1,"(0, 1, 0)",,,,,
04_19_26,2,"(0, 1, 0)","(0, 0, 1)",,,,
04_20_21,2,"(0, 1, 4)","(0, 0, 16)",,,,
04_20_22,1,"(0, 1, 0)",,,,,
04_20_23,1,"(0, 0, 1)",,,,,
04_20_24,1,"(0, 1, 1)",,,,,
04_20_25,2,"(0, 1, 0)","(0, 0, 1)",,,,
04_20_26,1,"(0, 1, 0)",,,,,
04_21_22,1,"(0, 1, 0)",,,,,
04_21_23,1,"(0, 9, 0)",,,,,
04_21_24,1,"(0, 1, 0)",,,,,
04_21_25,1,"(0, 0, 0)",,,,,
04_21_26,1,"(0, 1, 0)",,,,,
04_22_23,2,"(0, 4, 1)","(0, 9, 0)",,,,
04_22_24,2,"(0, 4, 0)","(0, 1, 1)",,,,
04_22_25,1,"(0, 0, 0)",,,,,
04_22_26,1,"(0, 0, 0)",,,,,
04_23_24,1,"(0, 1, 4)",,,,,
04_23_25,2,"(0, 1, 1)","(0, 4, 0)",,,,
04_23_26,1,"(0, 1, 1)",,,,,
04_24_25,1,"(0, 0, 0)",,,,,
04_24_26,1,"(0, 0, 1)",,,,,
04_25_26,1,"(0, 0, 0)",,,,,
05_06_07,1,"(0, 0, 0)",,,,,
05_06_08,1,"(0, 0, 25)",,,,,
05_06_09,1,"(0, 1, 1)",,,,,
05_06_10,1,"(4, 0, 1)",,,,,
05_06_11,1,"(4, 1, 1)",,,,,
05_06_12,1,"(0, 9, 1)",,,,,
05_06_13,1,"(4, 0, 1)",,,,,
05_06_14,1,"(0, 1, 0)",,,,,
05_06_15,1,"(0, 1, 1)",,,,,
05_06_16,1,"(0, 1, 4)",,,,,
05_06_17,1,"(0, 0, 9)",,,,,
05_06_18,1,"(0, 0, 1)",,,,,
05_06_19,1,"(0, 0, 1)",,,,,
05_06_20,1,"(0, 0, 1)",,,,,
05_06_21,1,"(0, 1, 1)",,,,,
05_06_22,1,"(0, 4, 4)",,,,,
05_06_23,1,"(0, 0, 0)",,,,,
05_06_24,1,"(0, 1, 4)",,,,,
05_06_25,1,"(0, 0, 1)",,,,,
05_06_26,1,"(0, 16, 1)",,,,,
05_07_08,1,"(0, 0, 25)",,,,,
05_07_09,1,"(4, 1, 1)",,,,,
05_07_10,1,"(4, 1, 1)",,,,,
05_07_11,1,"(4, 0, 1)",,,,,
05_07_12,1,"(4, 0, 1)",,,,,
05_07_13,1,"(4, 1, 1)",,,,,
05_07_14,1,"(0, 1, 1)",,,,,
05_07_15,1,"(4, 0, 0)",,,,,
05_07_16,1,"(0, 1, 1)",,,,,
05_07_17,1,"(1, 0, 4)",,,,,
05_07_18,1,"(1, 0, 0)",,,,,
05_07_19,1,"(1, 0, 0)",,,,,
05_07_20,1,"(0, 0, 1)",,,,,
05_07_21,1,"(0, 0, 9)",,,,,
05_07_22,1,"(1, 1, 4)",,,,,
05_07_23,1,"(0, 0, 0)",,,,,
05_07_24,1,"(0, 0, 9)",,,,,
05_07_25,1,"(1, 1, 1)",,,,,
05_07_26,1,"(1, 1, 1)",,,,,
05_08_09,1,"(0, 100, 1)",,,,,
05_08_10,1,"(4, 1, 1)",,,,,
05_08_11,1,"(4, 25, 1)",,,,,
05_08_12,1,"(0, 1, 4)",,,,,
05_08_13,1,"(4, 1, 1)",,,,,
05_08_14,1,"(0, 49, 1)",,,,,
05_08_15,1,"(0, 0, 1)",,,,,
05_08_16,2,"(0, 0, 4)","(0, 1, 1)",,,,
05_08_17,1,"(4, 4, 4)",,,,,
05_08_18,1,"(0, 4, 0)",,,,,
05_08_19,1,"(0, 0, 0)",,,,,
05_08_20,1,"(0, 100, 1)",,,,,
05_08_21,1,"(0, 1, 9)",,,,,
05_08_22,2,"(0, 36, 4)","(0, 64, 1)",,,,
05_08_23,1,"(0, 0, 0)",,,,,
05_08_24,1,"(1, 25, 4)",,,,,
05_08_25,1,"(0, 25, 1)",,,,,
05_08_26,1,"(1, 9, 1)",,,,,
05_09_10,1,"(4, 1, 1)",,,,,
05_09_11,1,"(4, 0, 1)",,,,,
05_09_12,1,"(4, 1, 1)",,,,,
05_09_13,1,"(0, 1, 4)",,,,,
05_09_14,1,"(4, 0, 0)",,,,,
05_09_15,1,"(0, 4, 1)",,,,,
05_09_16,1,"(0, 1, 9)",,,,,
05_09_17,1,"(16, 1, 1)",,,,,
05_09_18,2,"(0, 1, 4)","(0, 4, 1)",,,,
05_09_19,1,"(0, 4, 1)",,,,,
05_09_20,1,"(0, 1, 1)",,,,,
05_09_21,1,"(1, 1, 0)",,,,,
05_09_22,1,"(1, 1, 1)",,,,,
05_09_23,1,"(1, 4, 0)",,,,,
05_09_24,1,"(9, 0, 1)",,,,,
05_09_25,1,"(9, 0, 0)",,,,,
05_09_26,1,"(1, 1, 1)",,,,,
05_10_11,1,"(0, 4, 4)",,,,,
05_10_12,1,"(1, 1, 4)",,,,,
05_10_13,1,"(4, 1, 1)",,,,,
05_10_14,1,"(4, 1, 0)",,,,,
05_10_15,1,"(0, 25, 0)",,,,,
05_10_16,1,"(1, 1, 4)",,,,,
05_10_17,1,"(16, 1, 4)",,,,,
05_10_18,1,"(4, 1, 0)",,,,,
05_10_19,1,"(4, 1, 0)",,,,,
05_10_20,1,"(1, 4, 0)",,,,,
05_10_21,1,"(1, 1, 4)",,,,,
05_10_22,1,"(4, 1, 4)",,,,,
05_10_23,1,"(4, 1, 0)",,,,,
05_10_24,1,"(4, 1, 4)",,,,,
05_10_25,2,"(16, 1, 0)","(4, 4, 0)",,,,
05_10_26,1,"(9, 1, 1)",,,,,
05_11_12,1,"(9, 1, 0)",,,,,
05_11_13,1,"(0, 4, 4)",,,,,
05_11_14,1,"(4, 1, 0)",,,,,
05_11_15,2,"(16, 0, 0)","(4, 1, 0)",,,,
05_11_16,2,"(0, 4, 4)","(1, 4, 1)",,,,
05_11_17,1,"(16, 0, 0)",,,,,
05_11_18,1,"(4, 1, 0)",,,,,
05_11_19,1,"(16, 0, 0)",,,,,
05_11_20,1,"(4, 1, 1)",,,,,
05_11_21,1,"(9, 1, 0)",,,,,
05_11_22,1,"(16, 0, 0)",,,,,
05_11_23,1,"(4, 1, 0)",,,,,
05_11_24,1,"(16, 0, 1)",,,,,
05_11_25,1,"(16, 0, 0)",,,,,
05_11_26,1,"(16, 0, 0)",,,,,
05_12_13,1,"(1, 1, 4)",,,,,
05_12_14,1,"(4, 4, 0)",,,,,
05_12_15,3,"(0, 4, 1)","(4, 4, 0)","(4, 1, 1)",,,
05_12_16,1,"(0, 1, 1)",,,,,
05_12_17,1,"(4, 4, 1)",,,,,
05_12_18,1,"(1, 4, 1)",,,,,
05_12_19,1,"(0, 4, 1)",,,,,
05_12_20,1,"(1, 1, 1)",,,,,
05_12_21,1,"(1, 1, 0)",,,,,
05_12_22,1,"(1, 4, 9)",,,,,
05_12_23,1,"(0, 4, 0)",,,,,
05_12_24,1,"(9, 0, 4)",,,,,
05_12_25,1,"(9, 1, 0)",,,,,
05_12_26,1,"(9, 4, 1)",,,,,
05_13_14,1,"(0, 4, 0)",,,,,
05_13_15,2,"(0, 4, 9)","(0, 16, 0)",,,,
05_13_16,1,"(4, 1, 1)",,,,,
05_13_17,1,"(4, 4, 4)",,,,,
05_13_18,1,"(4, 1, 0)",,,,,
05_13_19,1,"(4, 1, 0)",,,,,
05_13_20,1,"(4, 1, 1)",,,,,
05_13_21,1,"(4, 1, 1)",,,,,
05_13_22,1,"(4, 1, 4)",,,,,
05_13_23,1,"(4, 1, 0)",,,,,
05_13_24,1,"(4, 4, 1)",,,,,
05_13_25,1,"(16, 1, 0)",,,,,
05_13_26,1,"(9, 4, 0)",,,,,
05_14_15,1,"(0, 1, 1)",,,,,
05_14_16,1,"(0, 0, 9)",,,,,
05_14_17,1,"(9, 1, 1)",,,,,
05_14_18,2,"(0, 0, 4)","(0, 1, 1)",,,,
05_14_19,1,"(0, 1, 1)",,,,,
05_14_20,1,"(0, 0, 1)",,,,,
05_14_21,1,"(1, 0, 0)",,,,,
05_14_22,1,"(1, 0, 1)",,,,,
05_14_23,1,"(0, 1, 1)",,,,,
05_14_24,1,"(0, 0, 4)",,,,,
05_14_25,1,"(4, 0, 0)",,,,,
05_14_26,1,"(1, 0, 1)",,,,,
05_15_16,1,"(0, 0, 4)",,,,,
05_15_17,1,"(4, 0, 4)",,,,,
05_15_18,1,"(0, 0, 1)",,,,,
05_15_19,1,"(0, 0, 1)",,,,,
05_15_20,1,"(0, 0, 1)",,,,,
05_15_21,1,"(0, 0, 4)",,,,,
05_15_22,1,"(0, 0, 4)",,,,,
05_15_23,1,"(0, 1, 0)",,,,,
05_15_24,1,"(4, 0, 4)",,,,,
05_15_25,1,"(0, 0, 1)",,,,,
05_15_26,1,"(0, 1, 1)",,,,,
05_16_17,1,"(4, 9, 1)",,,,,
05_16_18,1,"(0, 9, 0)",,,,,
05_16_19,1,"(0, 4, 0)",,,,,
05_16_20,1,"(0, 9, 1)",,,,,
05_16_21,1,"(0, 0, 1)",,,,,
05_16_22,1,"(0, 9, 1)",,,,,
05_16_23,1,"(0, 1, 0)",,,,,
05_16_24,1,"(0, 1, 4)",,,,,
05_16_25,1,"(0, 1, 1)",,,,,
05_16_26,1,"(1, 4, 1)",,,,,
05_17_18,1,"(4, 0, 0)",,,,,
05_17_19,1,"(4, 0, 0)",,,,,
05_17_20,1,"(1, 16, 1)",,,,,
05_17_21,2,"(4, 4, 4)","(4, 1, 9)",,,,
05_17_22,1,"(4, 0, 4)",,,,,
05_17_23,1,"(1, 4, 0)",,,,,
05_17_24,1,"(9, 4, 1)",,,,,
05_17_25,1,"(9, 1, 0)",,,,,
05_17_26,1,"(4, 0, 1)",,,,,
05_18_19,1,"(0, 0, 0)",,,,,
05_18_20,1,"(0, 1, 1)",,,,,
05_18_21,1,"(0, 0, 16)",,,,,
05_18_22,1,"(0, 1, 4)",,,,,
05_18_23,1,"(0, 0, 0)",,,,,
05_18_24,1,"(0, 0, 9)",,,,,
05_18_25,1,"(0, 1, 1)",,,,,
05_18_26,1,"(4, 0, 1)",,,,,
05_19_20,1,"(0, 4, 1)",,,,,
05_19_21,1,"(0, 0, 16)",,,,,
05_19_22,1,"(0, 0, 9)",,,,,
05_19_23,1,"(0, 0, 0)",,,,,
05_19_24,1,"(0, 0, 9)",,,,,
05_19_25,1,"(4, 0, 1)",,,,,
05_19_26,1,"(4, 0, 1)",,,,,
05_20_21,1,"(0, 1, 4)",,,,,
05_20_22,1,"(0, 1, 1)",,,,,
05_20_23,1,"(0, 1, 0)",,,,,
05_20_24,1,"(0, 1, 4)",,,,,
05_20_25,1,"(1, 0, 1)",,,,,
05_20_26,1,"(0, 1, 1)",,,,,
05_21_22,1,"(1, 1, 1)",,,,,
05_21_23,1,"(0, 9, 0)",,,,,
05_21_24,1,"(4, 1, 1)",,,,,
05_21_25,1,"(4, 1, 0)",,,,,
05_21_26,1,"(1, 1, 1)",,,,,
05_22_23,2,"(0, 4, 1)","(0, 9, 0)",,,,
05_22_24,1,"(9, 4, 1)",,,,,
05_22_25,1,"(4, 1, 0)",,,,,
05_22_26,1,"(4, 1, 0)",,,,,
05_23_24,1,"(0, 0, 9)",,,,,
05_23_25,1,"(0, 1, 1)",,,,,
05_23_26,1,"(0, 0, 4)",,,,,
05_24_25,1,"(4, 1, 0)",,,,,
05_24_26,1,"(9, 1, 1)",,,,,
05_25_26,1,"(9, 0, 0)",,,,,
06_07_08,1,"(1, 0, 25)",,,,,
06_07_09,1,"(4, 1, 1)",,,,,
06_07_10,1,"(0, 0, 1)",,,,,
06_07_11,1,"(4, 0, 1)",,,,,
06_07_12,1,"(4, 0, 4)",,,,,
06_07_13,1,"(0, 0, 1)",,,,,
06_07_14,1,"(0, 1, 1)",,,,,
06_07_15,1,"(1, 0, 1)",,,,,
06_07_16,1,"(4, 0, 4)",,,,,
06_07_17,1,"(0, 0, 9)",,,,,
06_07_18,1,"(0, 0, 1)",,,,,
06_07_19,2,"(0, 0, 1)","(4, 0, 0)",,,,
06_07_20,1,"(0, 0, 1)",,,,,
06_07_21,1,"(0, 0, 9)",,,,,
06_07_22,1,"(4, 1, 4)",,,,,
06_07_23,1,"(0, 0, 0)",,,,,
06_07_24,1,"(0, 0, 9)",,,,,
06_07_25,1,"(0, 1, 1)",,,,,
06_07_26,1,"(4, 0, 4)",,,,,
06_08_09,1,"(0, 64, 4)",,,,,
06_08_10,1,"(9, 4, 0)",,,,,
06_08_11,1,"(9, 25, 1)",,,,,
06_08_12,1,"(4, 1, 4)",,,,,
06_08_13,1,"(1, 9, 1)",,,,,
06_08_14,1,"(0, 64, 1)",,,,,
06_08_15,1,"(1, 9, 1)",,,,,
06_08_16,1,"(4, 1, 1)",,,,,
06_08_17,1,"(9, 25, 1)",,,,,
06_08_18,1,"(0, 25, 1)",,,,,
06_08_19,1,"(9, 4, 0)",,,,,
06_08_20,1,"(0, 144, 1)",,,,,
06_08_21,1,"(1, 36, 4)",,,,,
06_08_22,1,"(4, 49, 4)",,,,,
06_08_23,1,"(1, 9, 0)",,,,,
06_08_24,1,"(4, 25, 4)",,,,,
06_08_25,1,"(4, 64, 0)",,,,,
06_08_26,1,"(16, 25, 1)",,,,,
06_09_10,1,"(1, 1, 1)",,,,,
06_09_11,1,"(9, 1, 0)",,,,,
06_09_12,1,"(9, 0, 4)",,,,,
06_09_13,1,"(4, 1, 1)",,,,,
06_09_14,1,"(9, 0, 0)",,,,,
06_09_15,1,"(4, 1, 1)",,,,,
06_09_16,1,"(1, 1, 9)",,,,,
06_09_17,1,"(9, 1, 4)",,,,,
06_09_18,1,"(4, 1, 4)",,,,,
06_09_19,1,"(4, 4, 1)",,,,,
06_09_20,1,"(4, 1, 1)",,,,,
06_09_21,1,"(1, 1, 1)",,,,,
06_09_22,1,"(4, 1, 4)",,,,,
06_09_23,2,"(0, 4, 1)","(4, 1, 1)",,,,
06_09_24,1,"(1, 1, 4)",,,,,
06_09_25,1,"(4, 1, 0)",,,,,
06_09_26,1,"(16, 1, 1)",,,,,
06_10_11,1,"(9, 1, 1)",,,,,
06_10_12,1,"(9, 1, 1)",,,,,
06_10_13,1,"(1, 0, 1)",,,,,
06_10_14,1,"(1, 1, 0)",,,,,
06_10_15,1,"(1, 0, 25)",,,,,
06_10_16,1,"(4, 1, 1)",,,,,
06_10_17,1,"(0, 1, 9)",,,,,
06_10_18,1,"(0, 1, 1)",,,,,
06_10_19,1,"(4, 1, 0)",,,,,
06_10_20,1,"(0, 1, 1)",,,,,
06_10_21,1,"(1, 0, 4)",,,,,
06_10_22,1,"(4, 1, 4)",,,,,
06_10_23,1,"(0, 1, 0)",,,,,
06_10_24,1,"(1, 1, 4)",,,,,
06_10_25,1,"(1, 0, 1)",,,,,
06_10_26,1,"(16, 1, 1)",,,,,
06_11_12,1,"(36, 0, 0)",,,,,
06_11_13,1,"(9, 1, 1)",,,,,
06_11_14,1,"(9, 0, 1)",,,,,
06_11_15,1,"(9, 1, 0)",,,,,
06_11_16,1,"(9, 1, 9)",,,,,
06_11_17,1,"(16, 0, 1)",,,,,
06_11_18,1,"(9, 1, 0)",,,,,
06_11_19,1,"(25, 0, 0)",,,,,
06_11_20,1,"(1, 1, 1)",,,,,
06_11_21,1,"(1, 1, 4)",,,,,
06_11_22,1,"(9, 0, 4)",,,,,
06_11_23,1,"(4, 1, 0)",,,,,
06_11_24,1,"(16, 0, 1)",,,,,
06_11_25,1,"(9, 0, 0)",,,,,
06_11_26,2,"(25, 0, 1)","(9, 0, 4)",,,,
06_12_13,1,"(4, 4, 0)",,,,,
06_12_14,1,"(9, 4, 0)",,,,,
06_12_15,1,"(9, 4, 0)",,,,,
06_12_16,1,"(9, 1, 1)",,,,,
06_12_17,1,"(9, 4, 1)",,,,,
06_12_18,1,"(1, 9, 1)",,,,,
06_12_19,1,"(4, 4, 1)",,,,,
06_12_20,1,"(4, 4, 1)",,,,,
06_12_21,1,"(9, 1, 1)",,,,,
06_12_22,1,"(4, 9, 4)",,,,,
06_12_23,1,"(4, 4, 0)",,,,,
06_12_24,1,"(9, 4, 1)",,,,,
06_12_25,1,"(9, 4, 0)",,,,,
06_12_26,1,"(16, 9, 1)",,,,,
06_13_14,1,"(0, 1, 1)",,,,,
06_13_15,1,"(1, 9, 1)",,,,,
06_13_16,1,"(1, 1, 4)",,,,,
06_13_17,1,"(0, 1, 9)",,,,,
06_13_18,1,"(0, 1, 1)",,,,,
06_13_19,1,"(0, 1, 1)",,,,,
06_13_20,1,"(0, 1, 1)",,,,,
06_13_21,1,"(9, 0, 1)",,,,,
06_13_22,1,"(4, 1, 4)",,,,,
06_13_23,1,"(0, 1, 0)",,,,,
06_13_24,1,"(9, 0, 4)",,,,,
06_13_25,1,"(4, 1, 0)",,,,,
06_13_26,1,"(9, 0, 4)",,,,,
06_14_15,1,"(4, 1, 1)",,,,,
06_14_16,1,"(1, 0, 9)",,,,,
06_14_17,1,"(1, 1, 4)",,,,,
06_14_18,1,"(4, 1, 1)",,,,,
06_14_19,1,"(4, 1, 1)",,,,,
06_14_20,1,"(4, 1, 0)",,,,,
06_14_21,1,"(1, 0, 1)",,,,,
06_14_22,1,"(4, 0, 4)",,,,,
06_14_23,1,"(0, 1, 1)",,,,,
06_14_24,1,"(1, 0, 4)",,,,,
06_14_25,1,"(4, 0, 0)",,,,,
06_14_26,1,"(16, 0, 1)",,,,,
06_15_16,1,"(4, 1, 1)",,,,,
06_15_17,2,"(16, 1, 0)","(4, 1, 4)",,,,
06_15_18,1,"(1, 1, 1)",,,,,
06_15_19,1,"(1, 1, 1)",,,,,
06_15_20,1,"(1, 1, 1)",,,,,
06_15_21,1,"(1, 1, 4)",,,,,
06_15_22,1,"(4, 1, 4)",,,,,
06_15_23,1,"(1, 1, 0)",,,,,
06_15_24,2,"(4, 1, 4)","(16, 1, 1)",,,,
06_15_25,1,"(4, 1, 0)",,,,,
06_15_26,1,"(16, 1, 1)",,,,,
06_16_17,1,"(9, 9, 1)",,,,,
06_16_18,1,"(1, 4, 1)",,,,,
06_16_19,1,"(1, 4, 1)",,,,,
06_16_20,1,"(0, 16, 1)",,,,,
06_16_21,1,"(4, 4, 1)",,,,,
06_16_22,1,"(4, 4, 4)",,,,,
06_16_23,1,"(4, 1, 0)",,,,,
06_16_24,1,"(9, 1, 4)",,,,,
06_16_25,1,"(4, 9, 0)",,,,,
06_16_26,1,"(16, 4, 1)",,,,,
06_17_18,1,"(9, 0, 0)",,,,,
06_17_19,1,"(9, 0, 0)",,,,,
06_17_20,1,"(9, 4, 1)",,,,,
06_17_21,1,"(1, 4, 4)",,,,,
06_17_22,1,"(9, 1, 1)",,,,,
06_17_23,1,"(0, 9, 0)",,,,,
06_17_24,1,"(4, 1, 4)",,,,,
06_17_25,1,"(1, 4, 0)",,,,,
06_17_26,1,"(9, 0, 1)",,,,,
06_18_19,1,"(4, 0, 0)",,,,,
06_18_20,2,"(0, 4, 1)","(4, 1, 1)",,,,
06_18_21,1,"(0, 1, 9)",,,,,
06_18_22,1,"(9, 1, 1)",,,,,
06_18_23,1,"(0, 1, 0)",,,,,
06_18_24,1,"(4, 1, 4)",,,,,
06_18_25,1,"(9, 1, 0)",,,,,
06_18_26,1,"(9, 0, 1)",,,,,
06_19_20,1,"(4, 4, 1)",,,,,
06_19_21,1,"(0, 1, 9)",,,,,
06_19_22,1,"(9, 0, 4)",,,,,
06_19_23,1,"(4, 0, 0)",,,,,
06_19_24,1,"(4, 1, 4)",,,,,
06_19_25,1,"(9, 1, 0)",,,,,
06_19_26,1,"(9, 0, 1)",,,,,
06_20_21,1,"(0, 1, 4)",,,,,
06_20_22,1,"(4, 0, 4)",,,,,
06_20_23,1,"(0, 1, 0)",,,,,
06_20_24,1,"(4, 1, 4)",,,,,
06_20_25,1,"(1, 1, 0)",,,,,
06_20_26,1,"(4, 0, 4)",,,,,
06_21_22,1,"(9, 1, 1)",,,,,
06_21_23,1,"(0, 9, 0)",,,,,
06_21_24,1,"(9, 1, 1)",,,,,
06_21_25,1,"(4, 1, 0)",,,,,
06_21_26,1,"(9, 1, 1)",,,,,
06_22_23,1,"(4, 4, 1)",,,,,
06_22_24,1,"(4, 4, 4)",,,,,
06_22_25,1,"(1, 4, 0)",,,,,
06_22_26,1,"(25, 0, 0)",,,,,
06_23_24,1,"(0, 0, 9)",,,,,
06_23_25,1,"(0, 1, 1)",,,,,
06_23_26,1,"(4, 0, 4)",,,,,
06_24_25,1,"(9, 1, 0)",,,,,
06_24_26,2,"(16, 4, 1)","(4, 4, 4)",,,,
06_25_26,1,"(9, 0, 1)",,,,,
07_08_09,1,"(0, 100, 4)",,,,,
07_08_10,1,"(0, 4, 1)",,,,,
07_08_11,1,"(0, 25, 1)",,,,,
07_08_12,1,"(0, 25, 1)",,,,,
07_08_13,1,"(1, 0, 1)",,,,,
07_08_14,1,"(0, 49, 4)",,,,,
07_08_15,1,"(0, 4, 1)",,,,,
07_08_16,1,"(0, 9, 4)",,,,,
07_08_17,1,"(0, 4, 4)",,,,,
07_08_18,1,"(0, 25, 0)",,,,,
07_08_19,1,"(0, 4, 0)",,,,,
07_08_20,1,"(0, 49, 4)",,,,,
07_08_21,1,"(0, 9, 9)",,,,,
07_08_22,1,"(1, 49, 4)",,,,,
07_08_23,1,"(0, 4, 0)",,,,,
07_08_24,1,"(1, 25, 4)",,,,,
07_08_25,1,"(0, 25, 4)",,,,,
07_08_26,1,"(1, 25, 1)",,,,,
07_09_10,1,"(1, 4, 1)",,,,,
07_09_11,1,"(1, 4, 0)",,,,,
07_09_12,1,"(4, 1, 1)",,,,,
07_09_13,2,"(1, 4, 1)","(4, 1, 1)",,,,
07_09_14,1,"(4, 0, 0)",,,,,
07_09_15,1,"(1, 1, 1)",,,,,
07_09_16,1,"(1, 4, 16)",,,,,
07_09_17,1,"(0, 4, 4)",,,,,
07_09_18,1,"(0, 4, 0)",,,,,
07_09_19,1,"(0, 4, 0)",,,,,
07_09_20,1,"(1, 1, 1)",,,,,
07_09_21,1,"(4, 0, 4)",,,,,
07_09_22,1,"(1, 1, 4)",,,,,
07_09_23,1,"(0, 4, 0)",,,,,
07_09_24,1,"(9, 0, 1)",,,,,
07_09_25,1,"(4, 1, 0)",,,,,
07_09_26,2,"(4, 1, 1)","(1, 4, 1)",,,,
07_10_11,1,"(0, 1, 1)",,,,,
07_10_12,1,"(1, 1, 1)",,,,,
07_10_13,1,"(1, 0, 1)",,,,,
07_10_14,1,"(1, 1, 1)",,,,,
07_10_15,2,"(0, 1, 16)","(0, 25, 0)",,,,
07_10_16,1,"(1, 1, 1)",,,,,
07_10_17,1,"(0, 1, 4)",,,,,
07_10_18,1,"(0, 1, 1)",,,,,
07_10_19,1,"(0, 1, 0)",,,,,
07_10_20,1,"(0, 1, 1)",,,,,
07_10_21,1,"(0, 1, 9)",,,,,
07_10_22,1,"(1, 1, 4)",,,,,
07_10_23,1,"(0, 1, 0)",,,,,
07_10_24,1,"(1, 1, 4)",,,,,
07_10_25,1,"(1, 1, 1)",,,,,
07_10_26,1,"(1, 1, 1)",,,,,
07_11_12,1,"(1, 0, 1)",,,,,
07_11_13,1,"(1, 1, 1)",,,,,
07_11_14,1,"(4, 0, 1)",,,,,
07_11_15,1,"(0, 1, 0)",,,,,
07_11_16,1,"(0, 1, 9)",,,,,
07_11_17,1,"(1, 0, 0)",,,,,
07_11_18,1,"(1, 0, 0)",,,,,
07_11_19,1,"(1, 0, 0)",,,,,
07_11_20,1,"(0, 1, 1)",,,,,
07_11_21,1,"(1, 0, 16)",,,,,
07_11_22,1,"(1, 0, 4)",,,,,
07_11_23,1,"(0, 1, 0)",,,,,
07_11_24,1,"(4, 0, 1)",,,,,
07_11_25,1,"(4, 0, 0)",,,,,
07_11_26,2,"(4, 0, 0)","(1, 0, 1)",,,,
07_12_13,1,"(4, 0, 1)",,,,,
07_12_14,2,"(4, 1, 1)","(4, 4, 0)",,,,
07_12_15,1,"(0, 1, 1)",,,,,
07_12_16,1,"(1, 0, 9)",,,,,
07_12_17,1,"(1, 1, 1)",,,,,
07_12_18,1,"(0, 4, 1)",,,,,
07_12_19,1,"(0, 1, 1)",,,,,
07_12_20,1,"(1, 1, 1)",,,,,
07_12_21,1,"(1, 0, 9)",,,,,
07_12_22,1,"(4, 4, 9)",,,,,
07_12_23,1,"(0, 1, 0)",,,,,
07_12_24,1,"(16, 0, 1)",,,,,
07_12_25,1,"(4, 4, 0)",,,,,
07_12_26,2,"(4, 4, 1)","(1, 9, 1)",,,,
07_13_14,1,"(1, 1, 1)",,,,,
07_13_15,1,"(0, 4, 4)",,,,,
07_13_16,1,"(1, 1, 1)",,,,,
07_13_17,1,"(0, 1, 9)",,,,,
07_13_18,1,"(0, 1, 1)",,,,,
07_13_19,1,"(0, 1, 1)",,,,,
07_13_20,1,"(1, 1, 1)",,,,,
07_13_21,1,"(0, 1, 9)",,,,,
07_13_22,1,"(1, 1, 4)",,,,,
07_13_23,1,"(0, 1, 0)",,,,,
07_13_24,1,"(1, 1, 4)",,,,,
07_13_25,1,"(1, 1, 1)",,,,,
07_13_26,1,"(1, 1, 1)",,,,,
07_14_15,1,"(1, 1, 1)",,,,,
07_14_16,1,"(1, 1, 16)",,,,,
07_14_17,1,"(0, 4, 4)",,,,,
07_14_18,1,"(0, 4, 0)",,,,,
07_14_19,1,"(0, 4, 0)",,,,,
07_14_20,1,"(4, 1, 0)",,,,,
