theme_set_id,n,theme_set_dist_1,theme_set_dist_2,theme_set_dist_3,theme_set_dist_4,theme_set_dist_5,theme_set_dist_6
11_14_20,1,"(1, 0, 1)",,,,,
11_14_21,1,"(0, 0, 4)",,,,,
11_14_22,1,"(0, 0, 0)",,,,,
11_14_23,2,"(0, 1, 4)","(0, 4, 1)",,,,
11_14_24,1,"(0, 1, 0)",,,,,
11_14_25,1,"(0, 0, 0)",,,,,
11_14_26,1,"(0, 0, 0)",,,,,
11_15_16,1,"(1, 0, 9)",,,,,
11_15_17,1,"(0, 0, 1)",,,,,
11_15_18,1,"(0, 1, 0)",,,,,
11_15_19,2,"(0, 1, 0)","(0, 0, 1)",,,,
11_15_20,1,"(0, 0, 1)",,,,,
11_15_21,1,"(0, 0, 9)",,,,,
11_15_22,1,"(0, 0, 1)",,,,,
11_15_23,1,"(1, 0, 0)",,,,,
11_15_24,1,"(0, 1, 1)",,,,,
11_15_25,1,"(0, 0, 0)",,,,,
11_15_26,1,"(0, 0, 1)",,,,,
11_16_17,1,"(0, 16, 1)",,,,,
11_16_18,1,"(0, 25, 1)",,,,,
11_16_19,1,"(0, 25, 0)",,,,,
11_16_20,1,"(0, 16, 4)",,,,,
11_16_21,1,"(1, 4, 1)",,,,,
11_16_22,1,"(0, 16, 4)",,,,,
11_16_23,1,"(1, 9, 0)",,,,,
11_16_24,1,"(0, 9, 1)",,,,,
11_16_25,1,"(0, 16, 0)",,,,,
11_16_26,1,"(0, 25, 0)",,,,,
11_17_18,1,"(0, 0, 0)",,,,,
11_17_19,1,"(0, 0, 0)",,,,,
11_17_20,1,"(0, 1, 4)",,,,,
11_17_21,1,"(0, 1, 16)",,,,,
11_17_22,1,"(0, 1, 1)",,,,,
11_17_23,1,"(0, 0, 1)",,,,,
11_17_24,1,"(0, 1, 1)",,,,,
11_17_25,1,"(0, 1, 0)",,,,,
11_17_26,1,"(0, 1, 0)",,,,,
11_18_19,1,"(0, 0, 0)",,,,,
11_18_20,1,"(1, 4, 1)",,,,,
11_18_21,1,"(0, 0, 25)",,,,,
11_18_22,1,"(0, 1, 1)",,,,,
11_18_23,1,"(0, 0, 1)",,,,,
11_18_24,1,"(0, 1, 1)",,,,,
11_18_25,1,"(0, 1, 0)",,,,,
11_18_26,2,"(0, 4, 0)","(0, 1, 1)",,,,
11_19_20,1,"(0, 1, 4)",,,,,
11_19_21,1,"(0, 0, 25)",,,,,
11_19_22,1,"(0, 1, 1)",,,,,
11_19_23,1,"(0, 0, 1)",,,,,
11_19_24,1,"(0, 1, 1)",,,,,
11_19_25,1,"(0, 1, 0)",,,,,
11_19_26,1,"(0, 1, 0)",,,,,
11_20_21,1,"(0, 1, 9)",,,,,
11_20_22,1,"(1, 1, 0)",,,,,
11_20_23,1,"(1, 1, 0)",,,,,
11_20_24,1,"(0, 1, 1)",,,,,
11_20_25,1,"(0, 1, 0)",,,,,
11_20_26,1,"(1, 1, 0)",,,,,
11_21_22,1,"(0, 4, 0)",,,,,
11_21_23,1,"(0, 16, 1)",,,,,
11_21_24,1,"(0, 1, 0)",,,,,
11_21_25,1,"(0, 1, 0)",,,,,
11_21_26,1,"(0, 4, 0)",,,,,
11_22_23,1,"(0, 4, 1)",,,,,
11_22_24,1,"(0, 1, 1)",,,,,
11_22_25,1,"(0, 0, 0)",,,,,
11_22_26,1,"(0, 0, 0)",,,,,
11_23_24,1,"(0, 1, 4)",,,,,
11_23_25,1,"(0, 4, 0)",,,,,
11_23_26,1,"(0, 1, 1)",,,,,
11_24_25,1,"(0, 0, 0)",,,,,
11_24_26,1,"(0, 0, 1)",,,,,
11_25_26,1,"(0, 0, 0)",,,,,
12_13_14,1,"(1, 1, 1)",,,,,
12_13_15,1,"(0, 4, 4)",,,,,
12_13_16,1,"(4, 1, 1)",,,,,
12_13_17,1,"(1, 4, 1)",,,,,
12_13_18,1,"(0, 1, 4)",,,,,
12_13_19,1,"(0, 1, 4)",,,,,
12_13_20,1,"(4, 1, 1)",,,,,
12_13_21,1,"(1, 1, 0)",,,,,
12_13_22,1,"(1, 1, 9)",,,,,
12_13_23,1,"(0, 1, 1)",,,,,
12_13_24,1,"(0, 4, 1)",,,,,
12_13_25,1,"(4, 1, 0)",,,,,
12_13_26,1,"(4, 1, 1)",,,,,
12_14_15,1,"(1, 1, 1)",,,,,
12_14_16,2,"(1, 4, 1)","(1, 1, 9)",,,,
12_14_17,1,"(4, 1, 4)",,,,,
12_14_18,3,"(4, 1, 4)","(9, 0, 4)","(9, 1, 1)",,,
12_14_19,2,"(4, 1, 4)","(9, 1, 1)",,,,
12_14_20,1,"(9, 0, 1)",,,,,
12_14_21,1,"(1, 1, 1)",,,,,
12_14_22,1,"(9, 0, 0)",,,,,
12_14_23,1,"(4, 1, 1)",,,,,
12_14_24,1,"(1, 1, 0)",,,,,
12_14_25,1,"(1, 1, 0)",,,,,
12_14_26,1,"(9, 0, 0)",,,,,
12_15_16,1,"(1, 1, 1)",,,,,
12_15_17,1,"(4, 1, 0)",,,,,
12_15_18,1,"(9, 0, 0)",,,,,
12_15_19,2,"(4, 1, 0)","(1, 1, 1)",,,,
12_15_20,2,"(1, 1, 1)","(4, 0, 1)",,,,
12_15_21,1,"(1, 1, 1)",,,,,
12_15_22,1,"(4, 1, 1)",,,,,
12_15_23,1,"(1, 1, 0)",,,,,
12_15_24,2,"(1, 1, 1)","(0, 4, 1)",,,,
12_15_25,1,"(4, 1, 0)",,,,,
12_15_26,1,"(4, 1, 1)",,,,,
12_16_17,1,"(1, 16, 1)",,,,,
12_16_18,1,"(1, 1, 4)",,,,,
12_16_19,1,"(1, 4, 1)",,,,,
12_16_20,1,"(1, 1, 4)",,,,,
12_16_21,1,"(1, 0, 1)",,,,,
12_16_22,1,"(1, 4, 9)",,,,,
12_16_23,1,"(1, 4, 0)",,,,,
12_16_24,1,"(1, 4, 1)",,,,,
12_16_25,1,"(0, 9, 1)",,,,,
12_16_26,1,"(4, 4, 1)",,,,,
12_17_18,1,"(1, 1, 1)",,,,,
12_17_19,1,"(4, 0, 0)",,,,,
12_17_20,1,"(1, 4, 4)",,,,,
12_17_21,1,"(1, 4, 9)",,,,,
12_17_22,1,"(4, 4, 4)",,,,,
12_17_23,1,"(1, 1, 1)",,,,,
12_17_24,1,"(1, 4, 1)",,,,,
12_17_25,1,"(4, 4, 0)",,,,,
12_17_26,1,"(1, 4, 1)",,,,,
12_18_19,1,"(9, 0, 0)",,,,,
12_18_20,1,"(4, 1, 4)",,,,,
12_18_21,1,"(0, 4, 9)",,,,,
12_18_22,1,"(4, 1, 9)",,,,,
12_18_23,2,"(4, 1, 0)","(9, 0, 0)",,,,
12_18_24,2,"(1, 4, 1)","(1, 1, 4)",,,,
12_18_25,2,"(4, 4, 0)","(9, 1, 0)",,,,
12_18_26,1,"(9, 1, 0)",,,,,
12_19_20,1,"(1, 4, 4)",,,,,
12_19_21,1,"(0, 4, 9)",,,,,
12_19_22,1,"(4, 1, 9)",,,,,
12_19_23,1,"(4, 0, 0)",,,,,
12_19_24,2,"(1, 4, 1)","(1, 1, 4)",,,,
12_19_25,2,"(4, 4, 0)","(9, 1, 0)",,,,
12_19_26,1,"(4, 1, 1)",,,,,
12_20_21,1,"(1, 1, 9)",,,,,
12_20_22,1,"(4, 1, 4)",,,,,
12_20_23,1,"(1, 1, 1)",,,,,
12_20_24,1,"(1, 1, 1)",,,,,
12_20_25,1,"(4, 1, 0)",,,,,
12_20_26,1,"(4, 1, 1)",,,,,
12_21_22,1,"(1, 1, 4)",,,,,
12_21_23,1,"(0, 9, 1)",,,,,
12_21_24,1,"(0, 1, 1)",,,,,
12_21_25,1,"(1, 1, 0)",,,,,
12_21_26,1,"(0, 1, 4)",,,,,
12_22_23,1,"(9, 9, 1)",,,,,
12_22_24,1,"(1, 4, 0)",,,,,
12_22_25,1,"(1, 4, 0)",,,,,
12_22_26,1,"(9, 0, 0)",,,,,
12_23_24,2,"(1, 4, 4)","(0, 9, 4)",,,,
12_23_25,1,"(4, 4, 0)",,,,,
12_23_26,1,"(4, 4, 1)",,,,,
12_24_25,1,"(1, 0, 0)",,,,,
12_24_26,1,"(1, 0, 1)",,,,,
12_25_26,2,"(4, 0, 1)","(9, 0, 0)",,,,
13_14_15,1,"(4, 0, 4)",,,,,
13_14_16,1,"(1, 1, 9)",,,,,
13_14_17,1,"(1, 1, 9)",,,,,
13_14_18,1,"(1, 4, 0)",,,,,
13_14_19,1,"(1, 1, 1)",,,,,
13_14_20,1,"(4, 0, 1)",,,,,
13_14_21,1,"(0, 1, 1)",,,,,
13_14_22,1,"(1, 1, 0)",,,,,
13_14_23,1,"(1, 1, 1)",,,,,
13_14_24,1,"(1, 1, 1)",,,,,
13_14_25,1,"(1, 1, 0)",,,,,
13_14_26,1,"(1, 1, 0)",,,,,
13_15_16,2,"(9, 4, 0)","(9, 1, 4)",,,,
13_15_17,1,"(9, 1, 0)",,,,,
13_15_18,1,"(9, 1, 0)",,,,,
13_15_19,1,"(4, 4, 0)",,,,,
13_15_20,1,"(4, 4, 1)",,,,,
13_15_21,1,"(4, 4, 0)",,,,,
13_15_22,1,"(4, 4, 0)",,,,,
13_15_23,2,"(4, 4, 0)","(1, 9, 0)",,,,
13_15_24,1,"(4, 4, 0)",,,,,
13_15_25,1,"(4, 4, 0)",,,,,
13_15_26,1,"(4, 4, 0)",,,,,
13_16_17,1,"(4, 9, 1)",,,,,
13_16_18,1,"(1, 16, 0)",,,,,
13_16_19,1,"(1, 4, 1)",,,,,
13_16_20,1,"(1, 16, 1)",,,,,
13_16_21,1,"(1, 4, 1)",,,,,
13_16_22,1,"(1, 16, 1)",,,,,
13_16_23,1,"(1, 1, 0)",,,,,
13_16_24,1,"(4, 4, 1)",,,,,
13_16_25,1,"(1, 9, 0)",,,,,
13_16_26,1,"(1, 4, 4)",,,,,
13_17_18,1,"(4, 0, 1)",,,,,
13_17_19,1,"(4, 0, 0)",,,,,
13_17_20,1,"(1, 25, 1)",,,,,
13_17_21,1,"(4, 4, 4)",,,,,
13_17_22,1,"(4, 4, 0)",,,,,
13_17_23,1,"(1, 9, 0)",,,,,
13_17_24,1,"(4, 1, 1)",,,,,
13_17_25,1,"(4, 1, 0)",,,,,
13_17_26,1,"(4, 1, 0)",,,,,
13_18_19,1,"(1, 0, 0)",,,,,
13_18_20,1,"(4, 1, 1)",,,,,
13_18_21,1,"(0, 4, 4)",,,,,
13_18_22,1,"(1, 0, 9)",,,,,
13_18_23,1,"(1, 0, 0)",,,,,
13_18_24,1,"(1, 4, 1)",,,,,
13_18_25,1,"(4, 1, 0)",,,,,
13_18_26,1,"(1, 4, 0)",,,,,
13_19_20,1,"(1, 4, 1)",,,,,
13_19_21,1,"(0, 4, 4)",,,,,
13_19_22,1,"(1, 0, 9)",,,,,
13_19_23,1,"(1, 0, 0)",,,,,
13_19_24,2,"(1, 4, 1)","(1, 1, 4)",,,,
13_19_25,1,"(1, 4, 0)",,,,,
13_19_26,1,"(1, 1, 1)",,,,,
13_20_21,1,"(0, 4, 1)",,,,,
13_20_22,1,"(1, 1, 1)",,,,,
13_20_23,1,"(1, 1, 0)",,,,,
13_20_24,1,"(1, 1, 4)",,,,,
13_20_25,1,"(4, 1, 0)",,,,,
13_20_26,1,"(1, 1, 0)",,,,,
13_21_22,1,"(1, 1, 0)",,,,,
13_21_23,1,"(0, 4, 1)",,,,,
13_21_24,1,"(1, 0, 1)",,,,,
13_21_25,1,"(1, 0, 0)",,,,,
13_21_26,1,"(1, 1, 0)",,,,,
13_22_23,1,"(1, 4, 1)",,,,,
13_22_24,1,"(1, 4, 1)",,,,,
13_22_25,1,"(1, 0, 0)",,,,,
13_22_26,1,"(1, 0, 0)",,,,,
13_23_24,1,"(1, 1, 4)",,,,,
13_23_25,1,"(1, 1, 1)",,,,,
13_23_26,1,"(1, 1, 1)",,,,,
13_24_25,1,"(1, 1, 0)",,,,,
13_24_26,1,"(1, 4, 0)",,,,,
13_25_26,1,"(1, 0, 0)",,,,,
14_15_16,1,"(1, 1, 4)",,,,,
14_15_17,1,"(1, 1, 1)",,,,,
14_15_18,1,"(1, 1, 1)",,,,,
14_15_19,1,"(1, 1, 1)",,,,,
14_15_20,2,"(1, 1, 1)","(1, 4, 0)",,,,
14_15_21,1,"(1, 1, 1)",,,,,
14_15_22,1,"(1, 1, 0)",,,,,
14_15_23,1,"(1, 1, 1)",,,,,
14_15_24,1,"(1, 1, 1)",,,,,
14_15_25,1,"(1, 1, 0)",,,,,
14_15_26,1,"(1, 1, 0)",,,,,
14_16_17,1,"(1, 25, 4)",,,,,
14_16_18,1,"(1, 16, 1)",,,,,
14_16_19,1,"(1, 16, 1)",,,,,
14_16_20,1,"(1, 16, 1)",,,,,
14_16_21,1,"(0, 9, 1)",,,,,
14_16_22,1,"(0, 9, 1)",,,,,
14_16_23,1,"(1, 9, 1)",,,,,
14_16_24,1,"(1, 9, 1)",,,,,
14_16_25,1,"(0, 16, 0)",,,,,
14_16_26,1,"(0, 16, 0)",,,,,
14_17_18,1,"(4, 0, 0)",,,,,
14_17_19,1,"(4, 0, 0)",,,,,
14_17_20,1,"(1, 16, 1)",,,,,
14_17_21,1,"(0, 4, 9)",,,,,
14_17_22,1,"(0, 4, 1)",,,,,
14_17_23,1,"(4, 0, 1)",,,,,
14_17_24,1,"(1, 4, 1)",,,,,
14_17_25,1,"(0, 4, 0)",,,,,
14_17_26,1,"(1, 4, 0)",,,,,
14_18_19,1,"(4, 0, 0)",,,,,
14_18_20,1,"(1, 4, 1)",,,,,
14_18_21,1,"(0, 4, 4)",,,,,
14_18_22,1,"(1, 1, 1)",,,,,
14_18_23,1,"(4, 0, 0)",,,,,
14_18_24,1,"(1, 4, 1)",,,,,
14_18_25,1,"(1, 1, 0)",,,,,
14_18_26,1,"(1, 4, 0)",,,,,
14_19_20,1,"(1, 9, 1)",,,,,
14_19_21,1,"(0, 4, 4)",,,,,
14_19_22,1,"(1, 1, 1)",,,,,
14_19_23,1,"(4, 0, 0)",,,,,
14_19_24,3,"(1, 4, 1)","(1, 1, 4)","(4, 1, 1)",,,
14_19_25,1,"(1, 1, 0)",,,,,
14_19_26,2,"(1, 4, 0)","(1, 1, 1)",,,,
14_20_21,1,"(0, 1, 4)",,,,,
14_20_22,1,"(0, 1, 1)",,,,,
14_20_23,1,"(1, 0, 1)",,,,,
14_20_24,1,"(0, 1, 4)",,,,,
14_20_25,1,"(0, 1, 0)",,,,,
14_20_26,1,"(0, 1, 1)",,,,,
14_21_22,1,"(0, 1, 0)",,,,,
14_21_23,1,"(0, 1, 4)",,,,,
14_21_24,2,"(1, 1, 0)","(0, 1, 1)",,,,
14_21_25,1,"(0, 0, 0)",,,,,
14_21_26,1,"(0, 1, 0)",,,,,
14_22_23,1,"(1, 4, 1)",,,,,
14_22_24,1,"(0, 0, 4)",,,,,
14_22_25,1,"(0, 0, 0)",,,,,
14_22_26,1,"(0, 0, 0)",,,,,
14_23_24,1,"(1, 1, 4)",,,,,
14_23_25,1,"(1, 4, 0)",,,,,
14_23_26,1,"(1, 4, 1)",,,,,
14_24_25,1,"(1, 0, 0)",,,,,
14_24_26,1,"(0, 4, 0)",,,,,
14_25_26,1,"(0, 0, 0)",,,,,
15_16_17,1,"(1, 9, 4)",,,,,
15_16_18,1,"(0, 9, 1)",,,,,
15_16_19,1,"(1, 4, 0)",,,,,
15_16_20,1,"(0, 9, 1)",,,,,
15_16_21,1,"(1, 0, 1)",,,,,
15_16_22,1,"(0, 4, 4)",,,,,
15_16_23,1,"(1, 4, 0)",,,,,
15_16_24,1,"(1, 4, 1)",,,,,
15_16_25,1,"(1, 4, 0)",,,,,
15_16_26,1,"(1, 4, 1)",,,,,
15_17_18,1,"(1, 0, 0)",,,,,
15_17_19,1,"(1, 0, 0)",,,,,
15_17_20,1,"(0, 16, 1)",,,,,
15_17_21,1,"(0, 4, 9)",,,,,
15_17_22,1,"(0, 4, 1)",,,,,
15_17_23,1,"(0, 4, 0)",,,,,
15_17_24,1,"(1, 1, 1)",,,,,
15_17_25,1,"(0, 1, 0)",,,,,
15_17_26,1,"(1, 4, 0)",,,,,
15_18_19,1,"(0, 0, 0)",,,,,
15_18_20,1,"(0, 4, 1)",,,,,
15_18_21,1,"(0, 1, 9)",,,,,
15_18_22,1,"(1, 1, 1)",,,,,
15_18_23,1,"(0, 0, 0)",,,,,
15_18_24,1,"(1, 1, 1)",,,,,
15_18_25,1,"(1, 1, 0)",,,,,
15_18_26,1,"(1, 1, 1)",,,,,
15_19_20,1,"(0, 1, 4)",,,,,
15_19_21,1,"(0, 1, 9)",,,,,
15_19_22,1,"(0, 1, 4)",,,,,
15_19_23,1,"(0, 0, 0)",,,,,
15_19_24,1,"(1, 1, 1)",,,,,
15_19_25,1,"(0, 1, 0)",,,,,
15_19_26,1,"(1, 1, 1)",,,,,
15_20_21,1,"(0, 1, 4)",,,,,
15_20_22,1,"(0, 1, 1)",,,,,
15_20_23,1,"(1, 1, 0)",,,,,
15_20_24,1,"(1, 1, 1)",,,,,
15_20_25,1,"(0, 1, 0)",,,,,
15_20_26,2,"(1, 1, 0)","(0, 1, 1)",,,,
15_21_22,1,"(0, 9, 1)",,,,,
15_21_23,1,"(1, 9, 0)",,,,,
15_21_24,1,"(4, 1, 0)",,,,,
15_21_25,1,"(1, 1, 0)",,,,,
15_21_26,1,"(1, 9, 0)",,,,,
15_22_23,2,"(1, 4, 1)","(0, 9, 1)",,,,
15_22_24,1,"(1, 1, 1)",,,,,
15_22_25,1,"(0, 1, 0)",,,,,
15_22_26,1,"(1, 0, 0)",,,,,
15_23_24,1,"(0, 1, 4)",,,,,
15_23_25,1,"(0, 4, 0)",,,,,
15_23_26,1,"(1, 1, 1)",,,,,
15_24_25,1,"(1, 1, 0)",,,,,
15_24_26,1,"(1, 1, 1)",,,,,
15_25_26,1,"(1, 0, 0)",,,,,
16_17_18,1,"(25, 0, 0)",,,,,
16_17_19,1,"(16, 0, 0)",,,,,
16_17_20,1,"(16, 4, 4)",,,,,
16_17_21,1,"(4, 4, 4)",,,,,
16_17_22,1,"(9, 4, 4)",,,,,
16_17_23,1,"(9, 4, 0)",,,,,
16_17_24,1,"(16, 1, 1)",,,,,
16_17_25,1,"(16, 4, 0)",,,,,
16_17_26,1,"(9, 1, 1)",,,,,
16_18_19,1,"(9, 0, 0)",,,,,
16_18_20,1,"(25, 1, 1)",,,,,
16_18_21,1,"(1, 4, 4)",,,,,
16_18_22,1,"(9, 1, 4)",,,,,
16_18_23,1,"(9, 0, 0)",,,,,
16_18_24,1,"(1, 4, 4)",,,,,
16_18_25,1,"(16, 1, 0)",,,,,
16_18_26,1,"(4, 1, 1)",,,,,
16_19_20,1,"(9, 1, 4)",,,,,
16_19_21,1,"(1, 1, 9)",,,,,
16_19_22,1,"(9, 1, 4)",,,,,
16_19_23,1,"(4, 0, 0)",,,,,
16_19_24,1,"(16, 0, 4)",,,,,
16_19_25,1,"(16, 1, 0)",,,,,
16_19_26,1,"(4, 1, 1)",,,,,
16_20_21,1,"(1, 4, 4)",,,,,
16_20_22,1,"(9, 1, 4)",,,,,
16_20_23,1,"(16, 1, 0)",,,,,
16_20_24,2,"(1, 4, 4)","(16, 1, 4)",,,,
16_20_25,1,"(16, 1, 0)",,,,,
16_20_26,1,"(16, 1, 0)",,,,,
16_21_22,1,"(9, 1, 1)",,,,,
16_21_23,1,"(0, 4, 1)",,,,,
16_21_24,1,"(1, 1, 1)",,,,,
16_21_25,1,"(4, 1, 0)",,,,,
16_21_26,1,"(9, 1, 0)",,,,,
16_22_23,1,"(9, 4, 1)",,,,,
16_22_24,1,"(4, 4, 1)",,,,,
16_22_25,2,"(9, 1, 0)","(4, 4, 0)",,,,
16_22_26,1,"(9, 1, 0)",,,,,
16_23_24,1,"(1, 4, 4)",,,,,
16_23_25,1,"(4, 1, 1)",,,,,
16_23_26,1,"(4, 1, 1)",,,,,
16_24_25,1,"(9, 1, 0)",,,,,
16_24_26,1,"(4, 1, 1)",,,,,
16_25_26,1,"(16, 0, 0)",,,,,
17_18_19,1,"(0, 0, 0)",,,,,
17_18_20,1,"(1, 1, 4)",,,,,
17_18_21,1,"(0, 0, 16)",,,,,
17_18_22,1,"(0, 0, 4)",,,,,
17_18_23,1,"(0, 0, 1)",,,,,
17_18_24,1,"(0, 0, 4)",,,,,
17_18_25,1,"(0, 0, 1)",,,,,
17_18_26,1,"(0, 0, 1)",,,,,
17_19_20,1,"(1, 1, 4)",,,,,
17_19_21,1,"(0, 0, 16)",,,,,
17_19_22,1,"(0, 0, 4)",,,,,
17_19_23,1,"(0, 0, 1)",,,,,
17_19_24,1,"(0, 0, 4)",,,,,
17_19_25,1,"(0, 0, 1)",,,,,
17_19_26,1,"(0, 0, 1)",,,,,
17_20_21,1,"(16, 1, 9)",,,,,
17_20_22,1,"(16, 1, 1)",,,,,
17_20_23,1,"(16, 1, 0)",,,,,
17_20_24,1,"(4, 4, 1)",,,,,
17_20_25,2,"(16, 1, 0)","(4, 1, 1)",,,,
17_20_26,1,"(4, 1, 1)",,,,,
17_21_22,1,"(4, 4, 0)",,,,,
17_21_23,1,"(1, 9, 1)",,,,,
17_21_24,1,"(4, 4, 1)",,,,,
17_21_25,1,"(1, 9, 0)",,,,,
17_21_26,1,"(4, 4, 0)",,,,,
17_22_23,1,"(0, 4, 1)",,,,,
17_22_24,1,"(4, 4, 1)",,,,,
17_22_25,1,"(1, 1, 0)",,,,,
17_22_26,1,"(1, 1, 0)",,,,,
17_23_24,1,"(0, 1, 4)",,,,,
17_23_25,1,"(0, 1, 1)",,,,,
17_23_26,1,"(0, 1, 1)",,,,,
17_24_25,1,"(4, 1, 0)",,,,,
17_24_26,1,"(1, 4, 0)",,,,,
17_25_26,1,"(4, 0, 0)",,,,,
18_19_20,1,"(0, 1, 4)",,,,,
18_19_21,1,"(0, 0, 16)",,,,,
18_19_22,1,"(0, 0, 4)",,,,,
18_19_23,1,"(0, 0, 0)",,,,,
18_19_24,1,"(0, 0, 4)",,,,,
18_19_25,1,"(0, 0, 1)",,,,,
18_19_26,1,"(0, 0, 1)",,,,,
18_20_21,1,"(4, 1, 9)",,,,,
18_20_22,1,"(1, 4, 1)",,,,,
18_20_23,1,"(1, 1, 0)",,,,,
18_20_24,1,"(4, 1, 4)",,,,,
18_20_25,1,"(4, 1, 0)",,,,,
18_20_26,1,"(4, 1, 1)",,,,,
18_21_22,1,"(4, 4, 0)",,,,,
18_21_23,1,"(0, 16, 0)",,,,,
18_21_24,1,"(4, 4, 1)",,,,,
18_21_25,1,"(1, 9, 0)",,,,,
18_21_26,1,"(1, 9, 0)",,,,,
18_22_23,1,"(0, 4, 1)",,,,,
18_22_24,1,"(1, 9, 1)",,,,,
18_22_25,1,"(1, 1, 0)",,,,,
18_22_26,1,"(1, 1, 0)",,,,,
18_23_24,1,"(0, 1, 4)",,,,,
18_23_25,1,"(0, 1, 1)",,,,,
18_23_26,1,"(0, 1, 1)",,,,,
18_24_25,1,"(4, 1, 0)",,,,,
18_24_26,1,"(1, 4, 0)",,,,,
18_25_26,2,"(4, 0, 0)","(1, 0, 1)",,,,
19_20_21,1,"(4, 1, 16)",,,,,
19_20_22,1,"(4, 1, 4)",,,,,
19_20_23,1,"(4, 1, 0)",,,,,
19_20_24,1,"(9, 1, 1)",,,,,
19_20_25,1,"(9, 1, 0)",,,,,
19_20_26,1,"(4, 1, 1)",,,,,
19_21_22,1,"(4, 4, 0)",,,,,
19_21_23,1,"(0, 16, 0)",,,,,
19_21_24,1,"(4, 4, 1)",,,,,
19_21_25,1,"(1, 9, 0)",,,,,
19_21_26,1,"(1, 9, 0)",,,,,
19_22_23,1,"(0, 4, 1)",,,,,
19_22_24,1,"(1, 9, 1)",,,,,
19_22_25,1,"(1, 1, 0)",,,,,
19_22_26,1,"(1, 1, 0)",,,,,
19_23_24,1,"(0, 1, 4)",,,,,
19_23_25,1,"(0, 1, 1)",,,,,
19_23_26,1,"(0, 1, 1)",,,,,
19_24_25,1,"(4, 1, 0)",,,,,
19_24_26,1,"(1, 4, 0)",,,,,
19_25_26,2,"(4, 0, 0)","(1, 0, 1)",,,,
20_21_22,1,"(1, 4, 0)",,,,,
20_21_23,1,"(1, 9, 0)",,,,,
20_21_24,1,"(1, 4, 1)",,,,,
20_21_25,1,"(1, 4, 0)",,,,,
20_21_26,1,"(1, 4, 0)",,,,,
20_22_23,1,"(0, 9, 1)",,,,,
20_22_24,1,"(1, 4, 1)",,,,,
20_22_25,1,"(1, 0, 0)",,,,,
20_22_26,1,"(1, 0, 0)",,,,,
20_23_24,1,"(1, 1, 4)",,,,,
20_23_25,1,"(0, 1, 1)",,,,,
20_23_26,1,"(0, 1, 4)",,,,,
20_24_25,1,"(1, 1, 0)",,,,,
20_24_26,1,"(1, 4, 0)",,,,,
20_25_26,1,"(1, 0, 0)",,,,,
21_22_23,1,"(4, 1, 4)",,,,,
21_22_24,1,"(1, 4, 0)",,,,,
21_22_25,1,"(0, 1, 0)",,,,,
21_22_26,1,"(1, 0, 0)",,,,,
21_23_24,1,"(1, 4, 4)",,,,,
21_23_25,1,"(4, 4, 0)",,,,,
21_23_26,1,"(9, 1, 1)",,,,,
21_24_25,1,"(1, 0, 0)",,,,,
21_24_26,1,"(4, 0, 1)",,,,,
21_25_26,1,"(1, 0, 0)",,,,,
22_23_24,3,"(9, 1, 4)","(4, 4, 4)","(9, 4, 1)",,,
22_23_25,1,"(1, 4, 0)",,,,,
22_23_26,1,"(1, 4, 0)",,,,,
22_24_25,1,"(1, 1, 0)",,,,,
22_24_26,1,"(0, 4, 0)",,,,,
22_25_26,1,"(0, 0, 0)",,,,,
23_24_25,1,"(4, 1, 0)",,,,,
23_24_26,1,"(1, 4, 1)",,,,,
23_25_26,1,"(4, 0, 1)",,,,,
24_25_26,1,"(4, 0, 0)",,,,,
