theme_set_id,n,theme_set_pnt_1,theme_set_pnt_2,theme_set_pnt_3,theme_set_pnt_4,theme_set_pnt_5,theme_set_pnt_6
04_21_22,1,"[0, 8, 6]",,,,,
04_21_23,1,"[0, 6, 5]",,,,,
04_21_24,2,"[0, 9, 4]","[0, 8, 5]",,,,
04_21_25,1,"[0, 9, 3]",,,,,
04_21_26,1,"[0, 8, 4]",,,,,
04_22_23,2,"[0, 4, 4]","[0, 3, 5]",,,,
04_22_24,2,"[0, 4, 5]","[0, 5, 4]",,,,
04_22_25,1,"[0, 6, 3]",,,,,
04_22_26,1,"[0, 6, 4]",,,,,
04_23_24,1,"[0, 4, 3]",,,,,
04_23_25,2,"[0, 4, 2]","[0, 3, 3]",,,,
04_23_26,1,"[0, 4, 3]",,,,,
04_24_25,1,"[0, 5, 3]",,,,,
04_24_26,1,"[0, 5, 3]",,,,,
04_25_26,1,"[0, 3, 4]",,,,,
05_06_07,1,"[11, 11, 6]",,,,,
05_06_08,1,"[11, 11, 12]",,,,,
05_06_09,2,"[11, 10, 4]","[11, 11, 3]",,,,
05_06_10,1,"[9, 11, 5]",,,,,
05_06_11,1,"[11, 11, 1]",,,,,
05_06_12,1,"[11, 9, 4]",,,,,
05_06_13,1,"[9, 11, 4]",,,,,
05_06_14,1,"[11, 11, 3]",,,,,
05_06_15,1,"[11, 10, -2]",,,,,
05_06_16,2,"[11, 10, 5]","[11, 11, 4]",,,,
05_06_17,1,"[11, 11, 3]",,,,,
05_06_18,1,"[11, 11, 3]",,,,,
05_06_19,1,"[11, 11, 3]",,,,,
05_06_20,1,"[11, 11, 2]",,,,,
05_06_21,1,"[11, 11, 7]",,,,,
05_06_22,1,"[11, 11, 3]",,,,,
05_06_23,1,"[11, 11, 5]",,,,,
05_06_24,1,"[11, 10, 3]",,,,,
05_06_25,1,"[11, 11, 2]",,,,,
05_06_26,1,"[11, 11, 1]",,,,,
05_07_08,1,"[11, 5, 20]",,,,,
05_07_09,1,"[11, 6, 2]",,,,,
05_07_10,1,"[11, 6, 3]",,,,,
05_07_11,1,"[9, 6, 2]",,,,,
05_07_12,1,"[9, 6, 5]",,,,,
05_07_13,1,"[11, 6, 2]",,,,,
05_07_14,1,"[11, 5, 3]",,,,,
05_07_15,1,"[11, 6, -2]",,,,,
05_07_16,1,"[11, 5, 6]",,,,,
05_07_17,1,"[10, 6, 4]",,,,,
05_07_18,1,"[10, 6, 4]",,,,,
05_07_19,1,"[10, 6, 4]",,,,,
05_07_20,1,"[11, 6, 2]",,,,,
05_07_21,1,"[11, 6, 6]",,,,,
05_07_22,1,"[11, 6, 2]",,,,,
05_07_23,1,"[11, 6, 5]",,,,,
05_07_24,1,"[11, 6, 2]",,,,,
05_07_25,1,"[11, 6, 1]",,,,,
05_07_26,1,"[11, 6, 1]",,,,,
05_08_09,1,"[11, 9, 3]",,,,,
05_08_10,1,"[7, 20, 5]",,,,,
05_08_11,1,"[11, 20, 0]",,,,,
05_08_12,1,"[11, 18, 4]",,,,,
05_08_13,1,"[11, 20, 1]",,,,,
05_08_14,1,"[11, 9, 3]",,,,,
05_08_15,2,"[11, 20, -2]","[11, 12, -1]",,,,
05_08_16,1,"[11, 20, 5]",,,,,
05_08_17,1,"[11, 20, 0]",,,,,
05_08_18,1,"[11, 16, 4]",,,,,
05_08_19,1,"[11, 20, 4]",,,,,
05_08_20,1,"[11, 12, 1]",,,,,
05_08_21,1,"[11, 18, 6]",,,,,
05_08_22,1,"[11, 10, 4]",,,,,
05_08_23,1,"[11, 20, 5]",,,,,
05_08_24,1,"[11, 20, 1]",,,,,
05_08_25,1,"[11, 12, 2]",,,,,
05_08_26,2,"[11, 20, 1]","[11, 16, 2]",,,,
05_09_10,1,"[9, 4, 5]",,,,,
05_09_11,1,"[9, 5, 2]",,,,,
05_09_12,1,"[9, 4, 5]",,,,,
05_09_13,1,"[9, 5, 3]",,,,,
05_09_14,1,"[9, 5, 4]",,,,,
05_09_15,1,"[11, 2, -1]",,,,,
05_09_16,1,"[11, 4, 4]",,,,,
05_09_17,1,"[9, 3, 4]",,,,,
05_09_18,1,"[11, 2, 4]",,,,,
05_09_19,1,"[11, 2, 4]",,,,,
05_09_20,1,"[11, 4, 2]",,,,,
05_09_21,1,"[10, 4, 9]",,,,,
05_09_22,1,"[8, 5, 5]",,,,,
05_09_23,1,"[11, 2, 5]",,,,,
05_09_24,1,"[8, 5, 4]",,,,,
05_09_25,1,"[8, 5, 3]",,,,,
05_09_26,1,"[6, 5, 4]",,,,,
05_10_11,1,"[11, 4, 1]",,,,,
05_10_12,1,"[8, 5, 5]",,,,,
05_10_13,1,"[5, 6, 4]",,,,,
05_10_14,2,"[11, 4, 4]","[9, 5, 4]",,,,
05_10_15,4,"[11, 4, -4]","[11, 2, -2]","[11, 3, -3]","[11, 1, -1]",,
05_10_16,1,"[11, 2, 7]",,,,,
05_10_17,1,"[9, 4, 4]",,,,,
05_10_18,1,"[9, 5, 4]",,,,,
05_10_19,1,"[9, 5, 4]",,,,,
05_10_20,2,"[10, 5, 2]","[10, 4, 3]",,,,
05_10_21,2,"[10, 4, 9]","[8, 5, 9]",,,,
05_10_22,1,"[9, 4, 5]",,,,,
05_10_23,1,"[11, 4, 5]",,,,,
05_10_24,1,"[9, 5, 3]",,,,,
05_10_25,1,"[7, 5, 3]",,,,,
05_10_26,1,"[8, 5, 3]",,,,,
05_11_12,1,"[6, 3, 6]",,,,,
05_11_13,1,"[7, 2, 3]",,,,,
05_11_14,1,"[9, 2, 4]",,,,,
05_11_15,1,"[9, 2, -1]",,,,,
05_11_16,1,"[11, 0, 7]",,,,,
05_11_17,1,"[7, 3, 8]",,,,,
05_11_18,1,"[9, 2, 4]",,,,,
05_11_19,1,"[9, 2, 4]",,,,,
05_11_20,1,"[11, 1, 2]",,,,,
05_11_21,1,"[8, 2, 9]",,,,,
05_11_22,1,"[7, 3, 6]",,,,,
05_11_23,1,"[9, 2, 5]",,,,,
05_11_24,2,"[7, 3, 4]","[5, 3, 5]",,,,
05_11_25,1,"[7, 3, 3]",,,,,
05_11_26,1,"[7, 3, 4]",,,,,
05_12_13,1,"[3, 6, 4]",,,,,
05_12_14,1,"[11, 3, 4]",,,,,
05_12_15,1,"[11, 4, -2]",,,,,
05_12_16,1,"[11, 5, 6]",,,,,
05_12_17,1,"[9, 4, 6]",,,,,
05_12_18,1,"[11, 2, 4]",,,,,
05_12_19,1,"[11, 3, 4]",,,,,
05_12_20,1,"[10, 5, 2]",,,,,
05_12_21,1,"[10, 5, 9]",,,,,
05_12_22,1,"[10, 4, 3]",,,,,
05_12_23,1,"[11, 4, 5]",,,,,
05_12_24,1,"[6, 6, 4]",,,,,
05_12_25,1,"[8, 5, 3]",,,,,
05_12_26,1,"[10, 4, 2]",,,,,
05_13_14,1,"[11, 3, 4]",,,,,
05_13_15,1,"[11, 1, -1]",,,,,
05_13_16,1,"[11, 2, 6]",,,,,
05_13_17,1,"[9, 3, 4]",,,,,
05_13_18,1,"[9, 4, 4]",,,,,
05_13_19,1,"[9, 4, 4]",,,,,
05_13_20,1,"[11, 3, 2]",,,,,
05_13_21,1,"[5, 4, 9]",,,,,
05_13_22,1,"[3, 4, 6]",,,,,
05_13_23,1,"[11, 3, 5]",,,,,
05_13_24,1,"[9, 3, 4]",,,,,
05_13_25,1,"[7, 4, 3]",,,,,
05_13_26,1,"[3, 4, 4]",,,,,
05_14_15,1,"[11, 3, -2]",,,,,
05_14_16,1,"[11, 4, 4]",,,,,
05_14_17,1,"[11, 4, 0]",,,,,
05_14_18,2,"[11, 4, 2]","[11, 3, 3]",,,,
05_14_19,1,"[11, 3, 3]",,,,,
05_14_20,1,"[11, 4, 2]",,,,,
05_14_21,1,"[10, 4, 9]",,,,,
05_14_22,1,"[10, 4, 5]",,,,,
05_14_23,1,"[11, 3, 4]",,,,,
05_14_24,1,"[11, 4, 3]",,,,,
05_14_25,1,"[9, 4, 3]",,,,,
05_14_26,1,"[10, 4, 3]",,,,,
05_15_16,1,"[11, -1, 5]",,,,,
05_15_17,1,"[9, -1, 4]",,,,,
05_15_18,1,"[11, -1, 3]",,,,,
05_15_19,1,"[11, -1, 3]",,,,,
05_15_20,1,"[11, -1, 2]",,,,,
05_15_21,1,"[11, -1, 7]",,,,,
05_15_22,1,"[11, -1, 4]",,,,,
05_15_23,1,"[11, -1, 4]",,,,,
05_15_24,1,"[11, -1, 2]",,,,,
05_15_25,1,"[11, -1, 2]",,,,,
05_15_26,1,"[11, -1, 2]",,,,,
05_16_17,1,"[11, 7, 0]",,,,,
05_16_18,1,"[11, 4, 4]",,,,,
05_16_19,1,"[11, 5, 4]",,,,,
05_16_20,1,"[11, 4, 2]",,,,,
05_16_21,1,"[11, 7, 8]",,,,,
05_16_22,2,"[11, 5, 4]","[11, 4, 5]",,,,
05_16_23,1,"[11, 6, 5]",,,,,
05_16_24,1,"[11, 6, 3]",,,,,
05_16_25,1,"[11, 6, 2]",,,,,
05_16_26,1,"[11, 6, 2]",,,,,
05_17_18,1,"[9, 8, 4]",,,,,
05_17_19,1,"[9, 8, 4]",,,,,
05_17_20,1,"[11, 1, 2]",,,,,
05_17_21,1,"[11, 1, 8]",,,,,
05_17_22,1,"[9, 8, 4]",,,,,
05_17_23,1,"[10, 4, 5]",,,,,
05_17_24,1,"[8, 8, 3]",,,,,
05_17_25,1,"[9, 8, 2]",,,,,
05_17_26,1,"[9, 8, 3]",,,,,
05_18_19,1,"[11, 4, 4]",,,,,
05_18_20,1,"[11, 3, 2]",,,,,
05_18_21,2,"[11, 3, 6]","[11, 4, 5]",,,,
05_18_22,1,"[11, 4, 3]",,,,,
05_18_23,1,"[11, 4, 5]",,,,,
05_18_24,1,"[11, 4, 2]",,,,,
05_18_25,1,"[11, 4, 1]",,,,,
05_18_26,1,"[11, 4, 2]",,,,,
05_19_20,1,"[11, 2, 2]",,,,,
05_19_21,2,"[11, 3, 6]","[11, 4, 5]",,,,
05_19_22,1,"[11, 4, 3]",,,,,
05_19_23,1,"[11, 4, 5]",,,,,
05_19_24,1,"[11, 4, 2]",,,,,
05_19_25,1,"[11, 4, 1]",,,,,
05_19_26,1,"[11, 4, 2]",,,,,
05_20_21,1,"[11, 2, 7]",,,,,
05_20_22,1,"[11, 2, 5]",,,,,
05_20_23,1,"[11, 2, 5]",,,,,
05_20_24,1,"[11, 2, 3]",,,,,
05_20_25,1,"[10, 3, 2]",,,,,
05_20_26,1,"[11, 2, 3]",,,,,
05_21_22,1,"[10, 8, 5]",,,,,
05_21_23,1,"[11, 6, 5]",,,,,
05_21_24,1,"[8, 9, 4]",,,,,
05_21_25,1,"[8, 9, 3]",,,,,
05_21_26,1,"[10, 8, 3]",,,,,
05_22_23,2,"[11, 4, 4]","[11, 3, 5]",,,,
05_22_24,1,"[8, 5, 3]",,,,,
05_22_25,1,"[8, 6, 3]",,,,,
05_22_26,1,"[8, 6, 4]",,,,,
05_23_24,1,"[11, 5, 2]",,,,,
05_23_25,1,"[11, 4, 2]",,,,,
05_23_26,1,"[11, 5, 2]",,,,,
05_24_25,1,"[9, 4, 3]",,,,,
05_24_26,1,"[9, 3, 3]",,,,,
05_25_26,1,"[8, 3, 4]",,,,,
06_07_08,2,"[10, 6, 12]","[11, 6, 9]",,,,
06_07_09,1,"[11, 6, 2]",,,,,
06_07_10,1,"[11, 6, 5]",,,,,
06_07_11,1,"[9, 6, 2]",,,,,
06_07_12,1,"[9, 6, 4]",,,,,
06_07_13,1,"[11, 6, 4]",,,,,
06_07_14,2,"[11, 5, 3]","[11, 6, 2]",,,,
06_07_15,1,"[10, 6, -2]",,,,,
06_07_16,1,"[11, 6, 3]",,,,,
06_07_17,1,"[11, 6, 3]",,,,,
06_07_18,1,"[11, 6, 3]",,,,,
06_07_19,1,"[11, 6, 3]",,,,,
06_07_20,1,"[11, 6, 2]",,,,,
06_07_21,1,"[11, 6, 6]",,,,,
06_07_22,1,"[11, 6, 2]",,,,,
06_07_23,1,"[11, 6, 5]",,,,,
06_07_24,1,"[11, 6, 2]",,,,,
06_07_25,1,"[11, 5, 2]",,,,,
06_07_26,1,"[11, 6, 1]",,,,,
06_08_09,1,"[11, 12, 2]",,,,,
06_08_10,1,"[10, 15, 5]",,,,,
06_08_11,1,"[10, 12, 1]",,,,,
06_08_12,1,"[9, 18, 4]",,,,,
06_08_13,1,"[10, 15, 4]",,,,,
06_08_14,1,"[11, 12, 2]",,,,,
06_08_15,1,"[10, 15, -2]",,,,,
06_08_16,1,"[9, 18, 6]",,,,,
06_08_17,1,"[10, 12, 3]",,,,,
06_08_18,1,"[8, 16, 4]",,,,,
06_08_19,1,"[7, 20, 4]",,,,,
06_08_20,1,"[11, 4, 2]",,,,,
06_08_21,1,"[11, 8, 7]",,,,,
06_08_22,1,"[11, 12, 2]",,,,,
06_08_23,1,"[11, 12, 5]",,,,,
06_08_24,1,"[9, 12, 3]",,,,,
06_08_25,1,"[11, 12, 1]",,,,,
06_08_26,1,"[8, 16, 2]",,,,,
06_09_10,1,"[10, 4, 5]",,,,,
06_09_11,2,"[8, 5, 2]","[8, 4, 3]",,,,
06_09_12,1,"[8, 5, 4]",,,,,
06_09_13,1,"[11, 3, 4]",,,,,
06_09_14,1,"[8, 5, 4]",,,,,
06_09_15,1,"[9, 4, -2]",,,,,
06_09_16,1,"[10, 4, 4]",,,,,
06_09_17,1,"[10, 3, 4]",,,,,
06_09_18,1,"[11, 2, 3]",,,,,
06_09_19,1,"[11, 2, 3]",,,,,
06_09_20,1,"[9, 4, 2]",,,,,
06_09_21,1,"[10, 4, 8]",,,,,
06_09_22,1,"[3, 5, 6]",,,,,
06_09_23,1,"[11, 2, 5]",,,,,
06_09_24,1,"[6, 5, 4]",,,,,
06_09_25,1,"[9, 4, 3]",,,,,
06_09_26,1,"[3, 5, 4]",,,,,
06_10_11,1,"[11, 5, 1]",,,,,
06_10_12,1,"[10, 6, 3]",,,,,
06_10_13,1,"[10, 6, 4]",,,,,
06_10_14,1,"[11, 5, 3]",,,,,
06_10_15,3,"[11, 3, -3]","[11, 4, -4]","[11, 5, -5]",,,
06_10_16,1,"[11, 5, 4]",,,,,
06_10_17,1,"[11, 5, 3]",,,,,
06_10_18,1,"[11, 5, 3]",,,,,
06_10_19,1,"[11, 5, 3]",,,,,
06_10_20,1,"[11, 5, 2]",,,,,
06_10_21,1,"[10, 6, 7]",,,,,
06_10_22,1,"[11, 5, 3]",,,,,
06_10_23,1,"[11, 5, 5]",,,,,
06_10_24,1,"[10, 5, 3]",,,,,
06_10_25,2,"[10, 6, 2]","[11, 5, 2]",,,,
06_10_26,1,"[9, 5, 2]",,,,,
06_11_12,1,"[5, 3, 6]",,,,,
06_11_13,1,"[11, 1, 4]",,,,,
06_11_14,1,"[10, 1, 4]",,,,,
06_11_15,1,"[8, 2, -1]",,,,,
06_11_16,1,"[9, 1, 5]",,,,,
06_11_17,1,"[6, 3, 8]",,,,,
06_11_18,1,"[8, 2, 4]",,,,,
06_11_19,2,"[8, 2, 4]","[6, 3, 4]",,,,
06_11_20,1,"[10, 2, 2]",,,,,
06_11_21,1,"[8, 2, 8]",,,,,
06_11_22,1,"[8, 3, 4]",,,,,
06_11_23,1,"[11, 1, 5]",,,,,
06_11_24,1,"[7, 3, 4]",,,,,
06_11_25,1,"[8, 3, 3]",,,,,
06_11_26,2,"[4, 3, 4]","[6, 3, 3]",,,,
06_12_13,1,"[9, 4, 5]",,,,,
06_12_14,1,"[10, 3, 4]",,,,,
06_12_15,1,"[8, 4, -1]",,,,,
06_12_16,1,"[8, 5, 6]",,,,,
06_12_17,1,"[8, 4, 6]",,,,,
06_12_18,1,"[10, 3, 3]",,,,,
06_12_19,1,"[9, 4, 3]",,,,,
06_12_20,1,"[9, 4, 2]",,,,,
06_12_21,1,"[8, 5, 8]",,,,,
06_12_22,1,"[9, 3, 4]",,,,,
06_12_23,1,"[9, 4, 5]",,,,,
06_12_24,1,"[6, 5, 4]",,,,,
06_12_25,1,"[8, 4, 3]",,,,,
06_12_26,1,"[9, 3, 2]",,,,,
06_13_14,1,"[11, 4, 3]",,,,,
06_13_15,1,"[11, 4, -5]",,,,,
06_13_16,1,"[11, 4, 4]",,,,,
06_13_17,1,"[11, 4, 3]",,,,,
06_13_18,1,"[11, 4, 3]",,,,,
06_13_19,1,"[11, 4, 3]",,,,,
06_13_20,1,"[11, 4, 2]",,,,,
06_13_21,1,"[8, 5, 8]",,,,,
06_13_22,1,"[11, 4, 3]",,,,,
06_13_23,1,"[11, 4, 5]",,,,,
06_13_24,2,"[9, 4, 3]","[8, 5, 3]",,,,
06_13_25,1,"[11, 4, 2]",,,,,
06_13_26,1,"[8, 5, 2]",,,,,
06_14_15,1,"[11, 3, -3]",,,,,
06_14_16,2,"[10, 4, 4]","[11, 3, 4]",,,,
06_14_17,1,"[10, 3, 4]",,,,,
06_14_18,1,"[11, 3, 2]",,,,,
06_14_19,1,"[11, 3, 2]",,,,,
06_14_20,1,"[11, 3, 2]",,,,,
06_14_21,2,"[10, 4, 8]","[8, 4, 9]",,,,
06_14_22,1,"[9, 4, 4]",,,,,
06_14_23,1,"[11, 3, 4]",,,,,
06_14_24,1,"[10, 4, 3]",,,,,
06_14_25,1,"[9, 4, 3]",,,,,
06_14_26,1,"[7, 4, 3]",,,,,
06_15_16,2,"[10, -2, 5]","[9, -2, 6]",,,,
06_15_17,1,"[9, -2, 4]",,,,,
06_15_18,1,"[6, -1, 4]",,,,,
06_15_19,1,"[6, -1, 4]",,,,,
06_15_20,1,"[10, -2, 2]",,,,,
06_15_21,1,"[10, -2, 7]",,,,,
06_15_22,1,"[9, -2, 4]",,,,,
06_15_23,1,"[10, -2, 5]",,,,,
06_15_24,1,"[9, -2, 3]",,,,,
06_15_25,1,"[9, -2, 3]",,,,,
06_15_26,1,"[9, -2, 2]",,,,,
06_16_17,1,"[10, 4, 3]",,,,,
06_16_18,1,"[11, 4, 3]",,,,,
06_16_19,1,"[10, 5, 3]",,,,,
06_16_20,1,"[11, 3, 2]",,,,,
06_16_21,1,"[8, 6, 8]",,,,,
06_16_22,1,"[9, 5, 4]",,,,,
06_16_23,1,"[11, 4, 5]",,,,,
06_16_24,1,"[8, 6, 3]",,,,,
06_16_25,1,"[10, 5, 2]",,,,,
06_16_26,1,"[8, 6, 2]",,,,,
06_17_18,1,"[8, 8, 4]",,,,,
06_17_19,1,"[8, 8, 4]",,,,,
06_17_20,1,"[11, 1, 2]",,,,,
06_17_21,1,"[10, 4, 7]",,,,,
06_17_22,1,"[8, 6, 5]",,,,,
06_17_23,1,"[11, 3, 5]",,,,,
06_17_24,1,"[9, 6, 3]",,,,,
06_17_25,1,"[10, 4, 3]",,,,,
06_17_26,1,"[8, 8, 3]",,,,,
06_18_19,1,"[9, 4, 4]",,,,,
06_18_20,1,"[11, 2, 2]",,,,,
06_18_21,1,"[11, 3, 6]",,,,,
06_18_22,1,"[8, 4, 4]",,,,,
06_18_23,1,"[11, 3, 5]",,,,,
06_18_24,1,"[9, 3, 3]",,,,,
06_18_25,1,"[10, 3, 2]",,,,,
06_18_26,1,"[8, 4, 3]",,,,,
06_19_20,1,"[11, 1, 2]",,,,,
06_19_21,1,"[11, 3, 6]",,,,,
06_19_22,1,"[8, 4, 4]",,,,,
06_19_23,1,"[11, 3, 5]",,,,,
06_19_24,1,"[9, 3, 3]",,,,,
06_19_25,1,"[10, 3, 2]",,,,,
06_19_26,1,"[8, 4, 3]",,,,,
06_20_21,1,"[11, 2, 7]",,,,,
06_20_22,1,"[9, 3, 4]",,,,,
06_20_23,1,"[11, 2, 5]",,,,,
06_20_24,1,"[9, 2, 3]",,,,,
06_20_25,1,"[10, 2, 3]",,,,,
06_20_26,1,"[9, 3, 2]",,,,,
06_21_22,1,"[7, 9, 5]",,,,,
06_21_23,2,"[11, 7, 4]","[11, 6, 5]",,,,
06_21_24,2,"[6, 9, 4]","[8, 8, 4]",,,,
06_21_25,1,"[9, 8, 3]",,,,,
06_21_26,1,"[8, 8, 3]",,,,,
06_22_23,1,"[11, 2, 5]",,,,,
06_22_24,1,"[9, 4, 3]",,,,,
06_22_25,1,"[10, 4, 3]",,,,,
06_22_26,1,"[6, 6, 4]",,,,,
06_23_24,1,"[11, 5, 2]",,,,,
06_23_25,1,"[11, 4, 2]",,,,,
06_23_26,1,"[11, 5, 1]",,,,,
06_24_25,1,"[8, 4, 3]",,,,,
06_24_26,1,"[5, 4, 3]",,,,,
06_25_26,1,"[8, 3, 3]",,,,,
07_08_09,1,"[6, 9, 2]",,,,,
07_08_10,1,"[6, 16, 5]",,,,,
07_08_11,1,"[6, 12, 2]",,,,,
07_08_12,1,"[6, 12, 5]",,,,,
07_08_13,1,"[5, 20, 4]",,,,,
07_08_14,1,"[6, 9, 2]",,,,,
07_08_15,1,"[6, 16, -2]",,,,,
07_08_16,1,"[5, 20, 5]",,,,,
07_08_17,1,"[6, 16, 4]",,,,,
07_08_18,1,"[6, 12, 4]",,,,,
07_08_19,1,"[6, 16, 4]",,,,,
07_08_20,1,"[6, 9, 1]",,,,,
07_08_21,1,"[6, 15, 6]",,,,,
07_08_22,1,"[6, 16, 1]",,,,,
07_08_23,1,"[6, 16, 5]",,,,,
07_08_24,1,"[5, 16, 2]",,,,,
07_08_25,1,"[6, 12, 1]",,,,,
07_08_26,1,"[5, 16, 2]",,,,,
07_09_10,1,"[6, 2, 5]",,,,,
07_09_11,2,"[4, 4, 3]","[5, 3, 3]",,,,
07_09_12,1,"[5, 3, 5]",,,,,
07_09_13,2,"[5, 3, 4]","[4, 4, 4]",,,,
07_09_14,1,"[4, 5, 4]",,,,,
07_09_15,2,"[5, 3, -1]","[6, 2, -1]",,,,
07_09_16,1,"[5, 3, 3]",,,,,
07_09_17,1,"[5, 3, 8]",,,,,
07_09_18,1,"[6, 3, 4]",,,,,
07_09_19,1,"[6, 3, 4]",,,,,
07_09_20,1,"[5, 4, 2]",,,,,
07_09_21,1,"[4, 5, 7]",,,,,
07_09_22,3,"[2, 5, 6]","[3, 5, 5]","[4, 5, 4]",,,
07_09_23,1,"[6, 3, 5]",,,,,
07_09_24,1,"[3, 5, 4]",,,,,
07_09_25,1,"[3, 5, 3]",,,,,
07_09_26,1,"[2, 5, 4]",,,,,
07_10_11,1,"[6, 5, 2]",,,,,
07_10_12,1,"[6, 5, 4]",,,,,
07_10_13,1,"[5, 6, 4]",,,,,
07_10_14,1,"[5, 5, 3]",,,,,
07_10_15,5,"[6, 2, -2]","[6, 3, -3]","[6, 4, -4]","[6, 5, -5]","[6, 1, -1]",
07_10_16,2,"[6, 5, 4]","[5, 5, 6]",,,,
07_10_17,1,"[6, 5, 4]",,,,,
07_10_18,2,"[6, 5, 3]","[6, 4, 4]",,,,
07_10_19,1,"[6, 5, 4]",,,,,
07_10_20,1,"[6, 5, 2]",,,,,
07_10_21,1,"[4, 6, 7]",,,,,
07_10_22,2,"[5, 5, 4]","[6, 5, 3]",,,,
07_10_23,1,"[6, 5, 5]",,,,,
07_10_24,1,"[5, 5, 3]",,,,,
07_10_25,1,"[5, 5, 2]",,,,,
07_10_26,1,"[5, 5, 3]",,,,,
07_11_12,1,"[5, 3, 5]",,,,,
07_11_13,1,"[6, 1, 4]",,,,,
07_11_14,3,"[4, 3, 3]","[3, 3, 4]","[5, 3, 2]",,,
07_11_15,1,"[6, 2, -1]",,,,,
07_11_16,1,"[6, 2, 4]",,,,,
07_11_17,1,"[5, 3, 8]",,,,,
07_11_18,1,"[6, 2, 4]",,,,,
07_11_19,1,"[6, 2, 4]",,,,,
07_11_20,1,"[6, 2, 2]",,,,,
07_11_21,1,"[5, 3, 5]",,,,,
07_11_22,1,"[5, 3, 4]",,,,,
07_11_23,1,"[6, 2, 5]",,,,,
07_11_24,1,"[4, 3, 4]",,,,,
07_11_25,1,"[4, 3, 3]",,,,,
07_11_26,2,"[4, 3, 4]","[5, 3, 3]",,,,
07_12_13,1,"[4, 6, 4]",,,,,
07_12_14,1,"[5, 5, 2]",,,,,
07_12_15,1,"[6, 5, -2]",,,,,
07_12_16,1,"[5, 5, 5]",,,,,
07_12_17,1,"[5, 5, 6]",,,,,
07_12_18,1,"[6, 3, 4]",,,,,
07_12_19,1,"[6, 4, 4]",,,,,
07_12_20,1,"[5, 5, 2]",,,,,
07_12_21,1,"[5, 6, 6]",,,,,
07_12_22,1,"[4, 4, 3]",,,,,
07_12_23,1,"[6, 5, 5]",,,,,
07_12_24,1,"[2, 6, 4]",,,,,
07_12_25,1,"[4, 5, 2]",,,,,
07_12_26,1,"[5, 3, 3]",,,,,
07_13_14,1,"[5, 4, 3]",,,,,
07_13_15,1,"[6, 3, -3]",,,,,
07_13_16,1,"[5, 4, 6]",,,,,
07_13_17,1,"[6, 4, 3]",,,,,
07_13_18,1,"[6, 4, 3]",,,,,
07_13_19,2,"[6, 3, 4]","[6, 4, 3]",,,,
07_13_20,1,"[5, 4, 2]",,,,,
07_13_21,2,"[3, 5, 8]","[4, 5, 7]",,,,
07_13_22,1,"[5, 4, 4]",,,,,
07_13_23,1,"[6, 4, 5]",,,,,
07_13_24,1,"[5, 4, 3]",,,,,
07_13_25,1,"[5, 4, 2]",,,,,
07_13_26,1,"[5, 4, 3]",,,,,
07_14_15,1,"[6, 1, -1]",,,,,
07_14_16,1,"[5, 2, 4]",,,,,
07_14_17,1,"[5, 2, 8]",,,,,
07_14_18,1,"[6, 2, 4]",,,,,
07_14_19,1,"[6, 2, 4]",,,,,
07_14_20,2,"[5, 3, 2]","[4, 3, 3]",,,,
07_14_21,1,"[4, 4, 8]",,,,,
07_14_22,1,"[4, 4, 4]",,,,,
07_14_23,1,"[6, 2, 5]",,,,,
