theme_set_id,n,theme_set_pnt_1,theme_set_pnt_2,theme_set_pnt_3,theme_set_pnt_4,theme_set_pnt_5,theme_set_pnt_6
07_14_24,1,"[3, 4, 4]",,,,,
07_14_25,1,"[3, 4, 3]",,,,,
07_14_26,1,"[2, 4, 4]",,,,,
07_15_16,1,"[6, -1, 2]",,,,,
07_15_17,1,"[6, -1, 4]",,,,,
07_15_18,1,"[6, -1, 4]",,,,,
07_15_19,1,"[6, -1, 4]",,,,,
07_15_20,1,"[5, -1, 2]",,,,,
07_15_21,1,"[5, -1, 6]",,,,,
07_15_22,2,"[4, -1, 4]","[5, -1, 3]",,,,
07_15_23,1,"[6, -1, 5]",,,,,
07_15_24,1,"[5, -1, 3]",,,,,
07_15_25,1,"[4, -1, 3]",,,,,
07_15_26,1,"[6, -1, 1]",,,,,
07_16_17,1,"[6, 4, 4]",,,,,
07_16_18,1,"[6, 3, 4]",,,,,
07_16_19,1,"[6, 4, 4]",,,,,
07_16_20,1,"[6, 3, 2]",,,,,
07_16_21,1,"[4, 6, 8]",,,,,
07_16_22,1,"[5, 4, 3]",,,,,
07_16_23,1,"[6, 5, 5]",,,,,
07_16_24,1,"[5, 5, 2]",,,,,
07_16_25,1,"[4, 5, 2]",,,,,
07_16_26,1,"[5, 5, 2]",,,,,
07_17_18,1,"[6, 4, 4]",,,,,
07_17_19,2,"[6, 4, 4]","[5, 8, 4]",,,,
07_17_20,1,"[6, 2, 2]",,,,,
07_17_21,1,"[5, 6, 6]",,,,,
07_17_22,1,"[5, 8, 4]",,,,,
07_17_23,1,"[6, 4, 5]",,,,,
07_17_24,1,"[5, 8, 3]",,,,,
07_17_25,1,"[5, 8, 2]",,,,,
07_17_26,1,"[5, 8, 3]",,,,,
07_18_19,1,"[6, 4, 4]",,,,,
07_18_20,1,"[6, 4, 1]",,,,,
07_18_21,1,"[6, 4, 5]",,,,,
07_18_22,1,"[6, 4, 3]",,,,,
07_18_23,1,"[6, 4, 5]",,,,,
07_18_24,2,"[6, 4, 2]","[5, 4, 3]",,,,
07_18_25,2,"[6, 4, 1]","[5, 4, 2]",,,,
07_18_26,2,"[6, 4, 2]","[5, 4, 3]",,,,
07_19_20,2,"[6, 3, 1]","[6, 2, 2]",,,,
07_19_21,1,"[6, 4, 5]",,,,,
07_19_22,1,"[6, 4, 3]",,,,,
07_19_23,1,"[6, 4, 5]",,,,,
07_19_24,2,"[6, 4, 2]","[5, 4, 3]",,,,
07_19_25,2,"[6, 4, 1]","[5, 4, 2]",,,,
07_19_26,2,"[6, 4, 2]","[5, 4, 3]",,,,
07_20_21,1,"[6, 2, 6]",,,,,
07_20_22,1,"[4, 3, 4]",,,,,
07_20_23,1,"[6, 2, 5]",,,,,
07_20_24,1,"[5, 2, 3]",,,,,
07_20_25,1,"[5, 2, 2]",,,,,
07_20_26,1,"[5, 2, 3]",,,,,
07_21_22,1,"[3, 8, 5]",,,,,
07_21_23,1,"[6, 6, 5]",,,,,
07_21_24,1,"[3, 8, 4]",,,,,
07_21_25,1,"[4, 7, 3]",,,,,
07_21_26,1,"[4, 7, 3]",,,,,
07_22_23,1,"[6, 3, 5]",,,,,
07_22_24,1,"[3, 4, 4]",,,,,
07_22_25,1,"[4, 5, 3]",,,,,
07_22_26,1,"[4, 5, 4]",,,,,
07_23_24,1,"[6, 5, 2]",,,,,
07_23_25,1,"[6, 5, 1]",,,,,
07_23_26,1,"[6, 5, 2]",,,,,
07_24_25,1,"[4, 4, 3]",,,,,
07_24_26,1,"[4, 3, 4]",,,,,
07_25_26,1,"[3, 3, 4]",,,,,
08_09_10,1,"[16, 1, 6]",,,,,
08_09_11,1,"[1, 5, 3]",,,,,
08_09_12,1,"[10, 2, 6]",,,,,
08_09_13,1,"[10, 2, 5]",,,,,
08_09_14,1,"[4, 5, 4]",,,,,
08_09_15,1,"[12, 2, -1]",,,,,
08_09_16,1,"[18, 0, 6]",,,,,
08_09_17,1,"[12, 0, 8]",,,,,
08_09_18,1,"[12, 2, 4]",,,,,
08_09_19,1,"[12, 2, 4]",,,,,
08_09_20,1,"[0, 5, 2]",,,,,
08_09_21,1,"[4, 4, 8]",,,,,
08_09_22,1,"[4, 4, 6]",,,,,
08_09_23,1,"[9, 3, 5]",,,,,
08_09_24,1,"[4, 4, 4]",,,,,
08_09_25,1,"[4, 4, 3]",,,,,
08_09_26,1,"[4, 4, 4]",,,,,
08_10_11,1,"[16, 5, 1]",,,,,
08_10_12,1,"[18, 5, 4]",,,,,
08_10_13,1,"[16, 6, 4]",,,,,
08_10_14,1,"[16, 6, 1]",,,,,
08_10_15,4,"[20, 2, -2]","[20, 3, -3]","[20, 4, -4]","[20, 5, -5]",,
08_10_16,1,"[18, 5, 6]",,,,,
08_10_17,1,"[16, 5, 4]",,,,,
08_10_18,1,"[16, 6, 2]",,,,,
08_10_19,1,"[20, 5, 4]",,,,,
08_10_20,1,"[12, 6, 1]",,,,,
08_10_21,1,"[15, 6, 6]",,,,,
08_10_22,1,"[15, 6, 3]",,,,,
08_10_23,1,"[20, 5, 5]",,,,,
08_10_24,1,"[16, 6, 2]",,,,,
08_10_25,1,"[16, 6, 1]",,,,,
08_10_26,1,"[15, 6, 2]",,,,,
08_11_12,1,"[3, 3, 6]",,,,,
08_11_13,2,"[12, 1, 4]","[20, 0, 4]",,,,
08_11_14,1,"[1, 3, 4]",,,,,
08_11_15,1,"[9, 2, -1]",,,,,
08_11_16,1,"[18, 0, 6]",,,,,
08_11_17,1,"[8, 3, 8]",,,,,
08_11_18,1,"[12, 1, 4]",,,,,
08_11_19,1,"[12, 2, 4]",,,,,
08_11_20,1,"[1, 3, 2]",,,,,
08_11_21,1,"[0, 3, 8]",,,,,
08_11_22,1,"[2, 3, 6]",,,,,
08_11_23,1,"[12, 2, 5]",,,,,
08_11_24,1,"[9, 3, 4]",,,,,
08_11_25,1,"[4, 3, 3]",,,,,
08_11_26,1,"[6, 3, 4]",,,,,
08_12_13,1,"[10, 6, 4]",,,,,
08_12_14,1,"[10, 6, 1]",,,,,
08_12_15,1,"[15, 5, -2]",,,,,
08_12_16,1,"[18, 4, 6]",,,,,
08_12_17,1,"[12, 4, 6]",,,,,
08_12_18,1,"[12, 5, 3]",,,,,
08_12_19,1,"[20, 3, 4]",,,,,
08_12_20,1,"[8, 5, 1]",,,,,
08_12_21,1,"[0, 6, 8]",,,,,
08_12_22,1,"[12, 4, 3]",,,,,
08_12_23,1,"[18, 4, 5]",,,,,
08_12_24,1,"[8, 5, 4]",,,,,
08_12_25,1,"[8, 5, 2]",,,,,
08_12_26,1,"[12, 4, 3]",,,,,
08_13_14,1,"[10, 5, 2]",,,,,
08_13_15,1,"[20, 3, -3]",,,,,
08_13_16,1,"[18, 4, 6]",,,,,
08_13_17,1,"[20, 4, 0]",,,,,
08_13_18,1,"[16, 4, 3]",,,,,
08_13_19,2,"[20, 4, 3]","[20, 3, 4]",,,,
08_13_20,1,"[12, 4, 1]",,,,,
08_13_21,1,"[6, 5, 8]",,,,,
08_13_22,1,"[12, 4, 4]",,,,,
08_13_23,1,"[20, 4, 5]",,,,,
08_13_24,1,"[10, 4, 4]",,,,,
08_13_25,2,"[10, 4, 2]","[16, 4, 1]",,,,
08_13_26,1,"[12, 4, 4]",,,,,
08_14_15,1,"[12, 2, -1]",,,,,
08_14_16,1,"[18, 0, 6]",,,,,
08_14_17,1,"[12, 0, 8]",,,,,
08_14_18,1,"[12, 2, 4]",,,,,
08_14_19,1,"[12, 2, 4]",,,,,
08_14_20,1,"[0, 4, 2]",,,,,
08_14_21,1,"[4, 4, 8]",,,,,
08_14_22,1,"[3, 4, 6]",,,,,
08_14_23,1,"[12, 2, 5]",,,,,
08_14_24,1,"[4, 3, 4]",,,,,
08_14_25,1,"[4, 4, 3]",,,,,
08_14_26,1,"[6, 3, 4]",,,,,
08_15_16,2,"[20, -2, 5]","[18, -2, 6]",,,,
08_15_17,1,"[16, -2, 4]",,,,,
08_15_18,1,"[16, -2, 4]",,,,,
08_15_19,1,"[20, -2, 4]",,,,,
08_15_20,1,"[4, -1, 2]",,,,,
08_15_21,1,"[10, -1, 7]",,,,,
08_15_22,1,"[10, -1, 4]",,,,,
08_15_23,1,"[20, -2, 5]",,,,,
08_15_24,1,"[12, -2, 4]",,,,,
08_15_25,1,"[12, -1, 2]",,,,,
08_15_26,1,"[12, -2, 3]",,,,,
08_16_17,1,"[18, 6, 0]",,,,,
08_16_18,1,"[18, 6, 0]",,,,,
08_16_19,1,"[20, 5, 4]",,,,,
08_16_20,1,"[18, 6, 0]",,,,,
08_16_21,2,"[7, 7, 8]","[14, 7, 7]",,,,
08_16_22,1,"[18, 6, 2]",,,,,
08_16_23,1,"[20, 5, 5]",,,,,
08_16_24,1,"[18, 6, 2]",,,,,
08_16_25,1,"[18, 6, 0]",,,,,
08_16_26,1,"[18, 6, 2]",,,,,
08_17_18,1,"[8, 8, 4]",,,,,
08_17_19,1,"[12, 8, 4]",,,,,
08_17_20,1,"[12, 8, 0]",,,,,
08_17_21,1,"[12, 6, 6]",,,,,
08_17_22,1,"[9, 6, 4]",,,,,
08_17_23,1,"[16, 4, 5]",,,,,
08_17_24,1,"[12, 8, 3]",,,,,
08_17_25,1,"[12, 8, 1]",,,,,
08_17_26,1,"[12, 6, 3]",,,,,
08_18_19,1,"[16, 4, 4]",,,,,
08_18_20,1,"[16, 4, 0]",,,,,
08_18_21,1,"[16, 4, 5]",,,,,
08_18_22,1,"[16, 4, 2]",,,,,
08_18_23,1,"[16, 4, 5]",,,,,
08_18_24,1,"[16, 4, 2]",,,,,
08_18_25,1,"[12, 4, 2]",,,,,
08_18_26,1,"[16, 4, 2]",,,,,
08_19_20,1,"[20, 4, 0]",,,,,
08_19_21,1,"[20, 4, 5]",,,,,
08_19_22,1,"[16, 4, 2]",,,,,
08_19_23,1,"[20, 4, 5]",,,,,
08_19_24,1,"[16, 4, 3]",,,,,
08_19_25,1,"[12, 4, 2]",,,,,
08_19_26,2,"[20, 4, 1]","[16, 4, 2]",,,,
08_20_21,1,"[6, 1, 7]",,,,,
08_20_22,1,"[0, 2, 6]",,,,,
08_20_23,1,"[12, 1, 5]",,,,,
08_20_24,1,"[6, 1, 4]",,,,,
08_20_25,1,"[3, 2, 3]",,,,,
08_20_26,1,"[3, 2, 4]",,,,,
08_21_22,1,"[3, 8, 6]",,,,,
08_21_23,1,"[18, 6, 5]",,,,,
08_21_24,1,"[6, 8, 4]",,,,,
08_21_25,1,"[8, 7, 3]",,,,,
08_21_26,1,"[8, 7, 4]",,,,,
08_22_23,1,"[16, 2, 5]",,,,,
08_22_24,1,"[8, 4, 4]",,,,,
08_22_25,1,"[6, 6, 3]",,,,,
08_22_26,1,"[9, 5, 4]",,,,,
08_23_24,1,"[20, 5, 1]",,,,,
08_23_25,1,"[16, 5, 1]",,,,,
08_23_26,1,"[16, 5, 2]",,,,,
08_24_25,1,"[6, 4, 3]",,,,,
08_24_26,1,"[12, 4, 3]",,,,,
08_25_26,1,"[6, 3, 4]",,,,,
09_10_11,1,"[5, 3, 3]",,,,,
09_10_12,1,"[4, 5, 5]",,,,,
09_10_13,1,"[3, 5, 5]",,,,,
09_10_14,1,"[5, 4, 4]",,,,,
09_10_15,2,"[5, 3, -3]","[5, 4, -4]",,,,
09_10_16,2,"[4, 5, 4]","[3, 5, 5]",,,,
09_10_17,1,"[3, 4, 6]",,,,,
09_10_18,2,"[4, 5, 2]","[3, 5, 3]",,,,
09_10_19,1,"[3, 5, 4]",,,,,
09_10_20,2,"[4, 5, 2]","[3, 5, 3]",,,,
09_10_21,1,"[4, 5, 9]",,,,,
09_10_22,1,"[5, 4, 5]",,,,,
09_10_23,1,"[3, 5, 5]",,,,,
09_10_24,1,"[5, 4, 4]",,,,,
09_10_25,1,"[4, 4, 3]",,,,,
09_10_26,1,"[5, 3, 4]",,,,,
09_11_12,1,"[4, 3, 5]",,,,,
09_11_13,1,"[5, 3, 3]",,,,,
09_11_14,1,"[5, 3, 4]",,,,,
09_11_15,1,"[4, 3, -2]",,,,,
09_11_16,1,"[5, 3, 1]",,,,,
09_11_17,1,"[4, 3, 6]",,,,,
09_11_18,2,"[4, 3, 3]","[5, 3, 2]",,,,
09_11_19,1,"[4, 3, 3]",,,,,
09_11_20,1,"[5, 2, 2]",,,,,
09_11_21,1,"[5, 3, 7]",,,,,
09_11_22,1,"[5, 3, 6]",,,,,
09_11_23,2,"[4, 3, 3]","[3, 3, 4]",,,,
09_11_24,1,"[4, 3, 5]",,,,,
09_11_25,1,"[5, 3, 3]",,,,,
09_11_26,1,"[5, 3, 4]",,,,,
09_12_13,1,"[4, 5, 4]",,,,,
09_12_14,1,"[5, 4, 4]",,,,,
09_12_15,1,"[4, 5, -2]",,,,,
09_12_16,1,"[3, 6, 5]",,,,,
09_12_17,1,"[4, 5, 2]",,,,,
09_12_18,1,"[4, 4, 2]",,,,,
09_12_19,1,"[4, 5, 1]",,,,,
09_12_20,1,"[5, 3, 2]",,,,,
09_12_21,1,"[4, 5, 8]",,,,,
09_12_22,1,"[5, 3, 6]",,,,,
09_12_23,1,"[3, 5, 4]",,,,,
09_12_24,1,"[4, 5, 5]",,,,,
09_12_25,1,"[4, 5, 3]",,,,,
09_12_26,1,"[5, 3, 4]",,,,,
09_13_14,1,"[5, 3, 4]",,,,,
09_13_15,1,"[5, 3, -3]",,,,,
09_13_16,1,"[3, 4, 5]",,,,,
09_13_17,1,"[5, 4, 0]",,,,,
09_13_18,1,"[4, 4, 2]",,,,,
09_13_19,1,"[4, 4, 3]",,,,,
09_13_20,1,"[5, 3, 2]",,,,,
09_13_21,1,"[4, 4, 9]",,,,,
09_13_22,1,"[5, 3, 6]",,,,,
09_13_23,1,"[4, 4, 4]",,,,,
09_13_24,1,"[5, 4, 4]",,,,,
09_13_25,2,"[4, 4, 3]","[5, 3, 3]",,,,
09_13_26,1,"[4, 4, 4]",,,,,
09_14_15,1,"[5, 4, -3]",,,,,
09_14_16,1,"[5, 4, 3]",,,,,
09_14_17,1,"[5, 4, 4]",,,,,
09_14_18,1,"[5, 4, 2]",,,,,
09_14_19,1,"[5, 4, 2]",,,,,
09_14_20,1,"[5, 4, 2]",,,,,
09_14_21,1,"[5, 4, 8]",,,,,
09_14_22,1,"[5, 4, 6]",,,,,
09_14_23,1,"[5, 4, 3]",,,,,
09_14_24,1,"[5, 4, 4]",,,,,
09_14_25,1,"[5, 4, 3]",,,,,
09_14_26,1,"[5, 4, 4]",,,,,
09_15_16,1,"[3, -1, 4]",,,,,
09_15_17,2,"[4, -2, 6]","[3, -1, 6]",,,,
09_15_18,2,"[3, -1, 3]","[2, -1, 4]",,,,
09_15_19,1,"[2, -1, 4]",,,,,
09_15_20,1,"[4, -2, 2]",,,,,
09_15_21,1,"[4, -2, 8]",,,,,
09_15_22,2,"[5, -3, 6]","[4, -2, 6]",,,,
09_15_23,1,"[2, -1, 5]",,,,,
09_15_24,1,"[4, -2, 4]",,,,,
09_15_25,1,"[4, -2, 3]",,,,,
09_15_26,2,"[5, -3, 4]","[4, -2, 4]",,,,
09_16_17,1,"[3, 2, 4]",,,,,
09_16_18,1,"[3, 3, 3]",,,,,
09_16_19,1,"[3, 2, 4]",,,,,
09_16_20,1,"[5, 0, 2]",,,,,
09_16_21,1,"[4, 4, 8]",,,,,
09_16_22,1,"[5, 2, 6]",,,,,
09_16_23,1,"[3, 3, 5]",,,,,
09_16_24,1,"[4, 4, 4]",,,,,
09_16_25,1,"[5, 2, 3]",,,,,
09_16_26,1,"[5, 2, 4]",,,,,
09_17_18,1,"[2, 8, 4]",,,,,
09_17_19,1,"[3, 8, 4]",,,,,
09_17_20,1,"[5, 0, 2]",,,,,
09_17_21,1,"[5, 2, 7]",,,,,
09_17_22,1,"[5, 2, 6]",,,,,
09_17_23,1,"[3, 8, 4]",,,,,
09_17_24,1,"[4, 4, 4]",,,,,
09_17_25,1,"[5, 4, 3]",,,,,
09_17_26,1,"[4, 4, 4]",,,,,
09_18_19,1,"[3, 4, 4]",,,,,
09_18_20,2,"[5, 1, 2]","[4, 2, 2]",,,,
09_18_21,1,"[5, 2, 6]",,,,,
09_18_22,2,"[5, 1, 6]","[5, 2, 5]",,,,
09_18_23,1,"[3, 4, 5]",,,,,
09_18_24,1,"[4, 2, 4]",,,,,
09_18_25,2,"[5, 2, 3]","[4, 3, 3]",,,,
09_18_26,3,"[5, 1, 4]","[4, 2, 4]","[3, 3, 4]",,,
09_19_20,1,"[5, 0, 2]",,,,,
09_19_21,1,"[5, 2, 6]",,,,,
09_19_22,2,"[5, 1, 6]","[5, 2, 5]",,,,
09_19_23,1,"[3, 4, 5]",,,,,
09_19_24,1,"[4, 2, 4]",,,,,
09_19_25,2,"[4, 3, 3]","[5, 2, 3]",,,,
09_19_26,3,"[5, 1, 4]","[4, 2, 4]","[3, 3, 4]",,,
09_20_21,1,"[5, 1, 7]",,,,,
09_20_22,1,"[5, 1, 6]",,,,,
09_20_23,1,"[4, 3, 4]",,,,,
09_20_24,2,"[4, 2, 4]","[5, 2, 3]",,,,
09_20_25,2,"[5, 1, 3]","[4, 2, 3]",,,,
09_20_26,2,"[5, 1, 4]","[4, 2, 4]",,,,
09_21_22,1,"[5, 7, 6]",,,,,
09_21_23,1,"[5, 7, 3]",,,,,
09_21_24,1,"[4, 8, 5]",,,,,
09_21_25,1,"[4, 9, 3]",,,,,
09_21_26,1,"[5, 7, 4]",,,,,
09_22_23,1,"[5, 4, 3]",,,,,
09_22_24,1,"[5, 6, 3]",,,,,
09_22_25,1,"[5, 6, 3]",,,,,
09_22_26,1,"[5, 6, 4]",,,,,
09_23_24,1,"[5, 2, 4]",,,,,
09_23_25,1,"[5, 2, 3]",,,,,
09_23_26,1,"[5, 1, 4]",,,,,
09_24_25,1,"[4, 5, 3]",,,,,
09_24_26,1,"[5, 3, 4]",,,,,
09_25_26,1,"[5, 3, 4]",,,,,
10_11_12,1,"[3, 3, 6]",,,,,
10_11_13,1,"[5, 2, 4]",,,,,
10_11_14,2,"[3, 3, 4]","[4, 2, 4]",,,,
10_11_15,4,"[3, 3, -3]","[4, 3, -4]","[2, 3, -2]","[1, 3, -1]",,
10_11_16,1,"[5, 0, 6]",,,,,
10_11_17,1,"[4, 3, 8]",,,,,
10_11_18,1,"[3, 3, 4]",,,,,
10_11_19,2,"[4, 3, 4]","[5, 2, 4]",,,,
10_11_20,1,"[5, 0, 3]",,,,,
10_11_21,1,"[5, 1, 9]",,,,,
10_11_22,1,"[4, 3, 5]",,,,,
10_11_23,1,"[5, 2, 5]",,,,,
10_11_24,2,"[3, 3, 5]","[4, 3, 4]",,,,
10_11_25,1,"[4, 3, 3]",,,,,
10_11_26,1,"[3, 3, 4]",,,,,
10_12_13,1,"[5, 4, 5]",,,,,
10_12_14,1,"[5, 5, 3]",,,,,
10_12_15,2,"[4, 6, -4]","[3, 6, -3]",,,,
10_12_16,1,"[5, 5, 5]",,,,,
10_12_17,1,"[4, 4, 6]",,,,,
10_12_18,1,"[5, 4, 3]",,,,,
10_12_19,1,"[5, 4, 4]",,,,,
10_12_20,1,"[5, 5, 2]",,,,,
10_12_21,1,"[5, 5, 9]",,,,,
10_12_22,2,"[5, 4, 4]","[5, 5, 3]",,,,
10_12_23,1,"[5, 5, 5]",,,,,
10_12_24,1,"[4, 5, 5]",,,,,
10_12_25,1,"[5, 5, 2]",,,,,
10_12_26,1,"[5, 3, 3]",,,,,
10_13_14,1,"[5, 5, 3]",,,,,
10_13_15,1,"[5, 5, -5]",,,,,
10_13_16,1,"[6, 4, 4]",,,,,
10_13_17,1,"[5, 4, 3]",,,,,
10_13_18,1,"[6, 4, 2]",,,,,
10_13_19,1,"[6, 4, 3]",,,,,
10_13_20,1,"[6, 4, 1]",,,,,
10_13_21,1,"[6, 4, 8]",,,,,
10_13_22,1,"[6, 4, 3]",,,,,
10_13_23,1,"[6, 4, 5]",,,,,
10_13_24,1,"[6, 4, 3]",,,,,
10_13_25,1,"[6, 4, 2]",,,,,
10_13_26,2,"[5, 4, 3]","[5, 5, 2]",,,,
10_14_15,3,"[4, 4, -4]","[3, 4, -3]","[5, 4, -5]",,,
10_14_16,1,"[5, 4, 4]",,,,,
10_14_17,1,"[5, 4, 0]",,,,,
10_14_18,1,"[5, 3, 3]",,,,,
10_14_19,1,"[5, 3, 3]",,,,,
10_14_20,1,"[5, 3, 2]",,,,,
10_14_21,1,"[5, 4, 9]",,,,,
10_14_22,1,"[5, 4, 5]",,,,,
10_14_23,1,"[6, 1, 5]",,,,,
10_14_24,1,"[5, 4, 3]",,,,,
10_14_25,1,"[4, 4, 3]",,,,,
10_14_26,1,"[5, 4, 3]",,,,,
10_15_16,3,"[3, -3, 7]","[2, -2, 7]","[4, -4, 7]",,,
10_15_17,3,"[4, -4, 8]","[3, -3, 8]","[2, -2, 8]",,,
10_15_18,5,"[2, -2, 4]","[3, -3, 4]","[4, -4, 4]","[5, -5, 4]","[1, -1, 4]",
10_15_19,5,"[2, -2, 4]","[3, -3, 4]","[4, -4, 4]","[5, -5, 4]","[1, -1, 4]",
10_15_20,3,"[3, -3, 3]","[4, -4, 3]","[5, -5, 3]",,,
10_15_21,3,"[4, -4, 9]","[5, -5, 9]","[3, -3, 9]",,,
10_15_22,3,"[4, -4, 6]","[3, -3, 6]","[2, -2, 6]",,,
10_15_23,6,"[2, -2, 5]","[3, -3, 5]","[4, -4, 5]","[5, -5, 5]","[6, -6, 5]","[1, -1, 5]"
10_15_24,2,"[3, -3, 5]","[4, -4, 5]",,,,
10_15_25,5,"[4, -4, 3]","[5, -5, 3]","[3, -3, 3]","[2, -2, 3]","[1, -1, 3]",
10_15_26,3,"[4, -4, 4]","[3, -3, 4]","[2, -2, 4]",,,
10_16_17,1,"[5, 6, 0]",,,,,
10_16_18,1,"[5, 4, 3]",,,,,
10_16_19,1,"[5, 5, 3]",,,,,
10_16_20,1,"[5, 5, 1]",,,,,
10_16_21,1,"[5, 6, 8]",,,,,
10_16_22,1,"[5, 4, 5]",,,,,
10_16_23,1,"[5, 6, 5]",,,,,
10_16_24,1,"[5, 5, 3]",,,,,
10_16_25,1,"[5, 4, 3]",,,,,
10_16_26,1,"[5, 6, 2]",,,,,
10_17_18,1,"[3, 8, 4]",,,,,
10_17_19,1,"[4, 8, 4]",,,,,
10_17_20,1,"[5, 2, 2]",,,,,
10_17_21,1,"[6, 0, 8]",,,,,
10_17_22,1,"[4, 6, 5]",,,,,
10_17_23,1,"[5, 4, 5]",,,,,
10_17_24,1,"[4, 4, 4]",,,,,
10_17_25,1,"[4, 6, 3]",,,,,
10_17_26,1,"[4, 6, 4]",,,,,
10_18_19,1,"[5, 4, 4]",,,,,
10_18_20,1,"[5, 2, 2]",,,,,
10_18_21,1,"[6, 1, 8]",,,,,
10_18_22,2,"[5, 3, 4]","[5, 4, 3]",,,,
10_18_23,1,"[5, 4, 5]",,,,,
10_18_24,1,"[5, 3, 3]",,,,,
10_18_25,1,"[5, 2, 3]",,,,,
10_18_26,1,"[5, 3, 3]",,,,,
10_19_20,1,"[5, 3, 1]",,,,,
10_19_21,1,"[6, 2, 7]",,,,,
10_19_22,1,"[5, 4, 3]",,,,,
10_19_23,1,"[5, 4, 5]",,,,,
10_19_24,1,"[5, 3, 3]",,,,,
10_19_25,1,"[5, 3, 3]",,,,,
10_19_26,1,"[5, 3, 3]",,,,,
10_20_21,1,"[6, 1, 7]",,,,,
10_20_22,1,"[5, 3, 3]",,,,,
10_20_23,2,"[6, 1, 5]","[5, 2, 5]",,,,
10_20_24,1,"[5, 2, 3]",,,,,
10_20_25,1,"[5, 1, 3]",,,,,
10_20_26,1,"[5, 2, 3]",,,,,
10_21_22,1,"[5, 9, 4]",,,,,
10_21_23,1,"[6, 7, 4]",,,,,
10_21_24,2,"[5, 9, 3]","[4, 9, 4]",,,,
10_21_25,1,"[5, 8, 3]",,,,,
10_21_26,1,"[5, 8, 3]",,,,,
10_22_23,1,"[6, 2, 5]",,,,,
10_22_24,1,"[5, 4, 4]",,,,,
10_22_25,1,"[5, 5, 3]",,,,,
10_22_26,1,"[4, 6, 4]",,,,,
10_23_24,1,"[6, 5, 2]",,,,,
10_23_25,1,"[6, 4, 2]",,,,,
10_23_26,1,"[6, 5, 1]",,,,,
10_24_25,1,"[4, 5, 3]",,,,,
10_24_26,1,"[5, 3, 3]",,,,,
10_25_26,2,"[4, 3, 4]","[5, 3, 3]",,,,
11_12_13,1,"[3, 6, 3]",,,,,
11_12_14,1,"[3, 5, 3]",,,,,
11_12_15,1,"[3, 5, -2]",,,,,
11_12_16,1,"[3, 6, 3]",,,,,
11_12_17,1,"[3, 5, 6]",,,,,
11_12_18,1,"[3, 5, 3]",,,,,
11_12_19,1,"[3, 5, 3]",,,,,
11_12_20,2,"[3, 6, 1]","[3, 5, 2]",,,,
11_12_21,1,"[3, 6, 8]",,,,,
11_12_22,1,"[3, 5, 4]",,,,,
11_12_23,1,"[3, 5, 4]",,,,,
11_12_24,1,"[3, 6, 4]",,,,,
11_12_25,1,"[3, 5, 3]",,,,,
11_12_26,1,"[3, 5, 3]",,,,,
11_13_14,1,"[3, 2, 4]",,,,,
11_13_15,2,"[3, 3, -3]","[3, 2, -2]",,,,
11_13_16,1,"[0, 4, 6]",,,,,
11_13_17,1,"[3, 3, 6]",,,,,
11_13_18,1,"[3, 2, 4]",,,,,
11_13_19,1,"[3, 2, 4]",,,,,
11_13_20,2,"[1, 4, 2]","[2, 3, 2]",,,,
11_13_21,1,"[1, 4, 9]",,,,,
11_13_22,1,"[3, 3, 6]",,,,,
11_13_23,1,"[1, 4, 5]",,,,,
11_13_24,1,"[3, 3, 5]",,,,,
11_13_25,1,"[3, 3, 3]",,,,,
11_13_26,1,"[3, 3, 4]",,,,,
11_14_15,1,"[3, 3, -2]",,,,,
11_14_16,1,"[3, 4, 1]",,,,,
11_14_17,1,"[3, 3, 6]",,,,,
11_14_18,1,"[3, 3, 3]",,,,,
